election_cycle_id,cycle_year,calendar_year,semester,party_1,party_2,joint_voting_days,joint_ballots,aligned_ballots,alignment_rate,avg_vote_divergence,vote_divergence_stddev,rank_by_alignment,rank_by_activity,rank_by_consistency,percentile_alignment,percentile_cohesion,quartile_coalition_strength,prev_semester_alignment,prev_semester_joint_ballots,prev_semester_divergence,next_semester_alignment,next_semester_divergence,stddev_alignment_sector,stddev_alignment_pair,stddev_divergence_pair,ma_3semester_alignment,alignment_change_absolute,alignment_change_pct,activity_change,divergence_change,coalition_strength,coalition_trend,strategic_shift,volatility_classification,consistency_classification,forecast_trend,alignment_deviation_from_ma,trend_position,coalition_tier,momentum_z_score,stability_score,breakup_risk_score,realignment_probability,coalition_density_score,bridge_classification
2022-2025,3,2024,spring,-,C,5,347,0,0.00,8.73,6.72,71,73,94,0.5185185185185185,0.2814814814814815,4,35.53,76,17.54,23.44,25.13,34.8557019593299599,28.2698431505736166,23.0936108071782822,11.8433333333333333,-35.53,-100.00,271,-8.81,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,11.84,BELOW_TREND,STRONG_COALITION_TIER,-1.26,55.37,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,3,2016,spring,S,SD,5,360,47,13.06,39.74,4.11,84,37,48,0.6535433070866141,0.7795275590551181,3,0.00,78,53.38,0.00,38.76,40.4221695593943564,18.1132739816227959,14.3534453819747868,4.3533333333333333,13.06,,282,-13.64,OPPOSITION,STRENGTHENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-8.71,ABOVE_TREND,STRONG_COALITION_TIER,0.72,52.07,75.0,HIGH_PROBABILITY,11.99,STRONG_BRIDGE
2014-2017,3,2016,autumn,C,KD,5,78,25,32.05,17.69,13.69,46,65,75,0.3543307086614173,0.30708661417322836,2,100.00,277,5.62,80.83,2.82,31.0509595457950318,43.0157204927055018,11.3520433922983538,47.1733333333333333,-67.95,-67.95,-199,12.07,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,15.12,BELOW_TREND,MODERATE_COALITION_TIER,-1.58,63.41,90.0,HIGH_PROBABILITY,22.93,MODERATE_BRIDGE
2018-2021,2,2019,autumn,KD,S,3,55,21,38.18,39.14,10.32,58,101,90,0.4222222222222222,0.9037037037037037,2,93.79,451,31.81,100.00,29.47,39.0017827824269138,32.5901277089135631,14.4808535710040908,77.3233333333333333,-55.61,-59.29,-396,7.33,WEAK_COALITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,39.14,BELOW_TREND,MODERATE_COALITION_TIER,-1.71,60.43,90.0,HIGH_PROBABILITY,23.86,MODERATE_BRIDGE
2018-2021,1,2018,spring,C,SD,5,451,0,0.00,11.70,6.09,57,37,104,0.3916083916083916,0.5594405594405595,2,37.14,70,17.97,0.00,48.51,35.7396264906715041,30.1988374389920293,12.4561172120368232,21.9033333333333333,-37.14,-100.00,381,-6.27,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,21.90,BELOW_TREND,MODERATE_COALITION_TIER,-1.23,54.66,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2022-2025,3,2024,autumn,C,M,5,76,27,35.53,37.65,6.99,47,1,31,0.34074074074074073,0.6518518518518519,2,0.00,345,51.06,27.95,37.26,35.3448254056102381,41.9754943825025154,12.3915098966687459,14.1166666666666667,35.53,,-269,-13.41,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,-21.41,ABOVE_TREND,MODERATE_COALITION_TIER,0.85,60.82,75.0,HIGH_PROBABILITY,35.53,MODERATE_BRIDGE
2022-2025,1,2022,autumn,KD,S,4,47,45,95.74,14.21,12.75,19,73,55,0.13333333333333333,0.21481481481481482,1,0.00,477,6.91,36.11,22.41,35.3448254056102381,32.5901277089135631,14.4808535710040908,52.7466666666666667,95.74,,-430,7.30,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-42.99,ABOVE_TREND,WEAK_COALITION_TIER,2.94,90.21,50.0,HIGH_PROBABILITY,59.21,WEAK_BRIDGE
2014-2017,2,2015,autumn,MP,S,4,95,95,100.00,4.97,1.79,1,37,3,0,0.06299212598425197,1,0.00,343,9.49,100.00,3.00,31.0509595457950318,41.6432407148935695,10.9167498235014098,50.3400000000000000,100.00,,-248,-4.52,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-49.66,ABOVE_TREND,WEAK_COALITION_TIER,2.40,97.97,50.0,HIGH_PROBABILITY,87.16,WEAK_BRIDGE
2014-2017,3,2016,spring,C,MP,5,360,291,80.83,36.29,4.97,34,37,58,0.25984251968503935,0.7401574803149606,2,37.18,78,22.45,25.69,21.60,40.4221695593943564,33.0995269975325979,16.8469376583807938,72.6700000000000000,43.65,117.40,282,13.84,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-8.16,ABOVE_TREND,MODERATE_COALITION_TIER,1.32,79.95,50.0,HIGH_PROBABILITY,74.23,MODERATE_BRIDGE
2014-2017,4,2017,spring,-,S,5,392,0,0.00,61.47,8.67,91,1,108,0.7086614173228346,0.984251968503937,4,0.00,109,61.84,0.00,58.48,40.4221695593943564,26.6347652841005985,25.0985462491062522,0.00000000000000000000,0.00,,283,-0.37,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,38.96,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,3,2008,autumn,M,MP,5,126,1,0.79,53.44,21.96,36,22,79,0.42168674698795183,0.5783132530120482,2,0.00,229,60.72,0.00,63.54,42.6957896880496614,27.8746522477988507,18.5928859456064178,0.26333333333333333333,0.79,,-103,-7.28,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STABLE,-0.53,ON_TREND,MODERATE_COALITION_TIER,0.03,37.70,75.0,MODERATE_PROBABILITY,0.63,MODERATE_BRIDGE
2022-2025,3,2024,spring,L,SD,5,347,347,100.00,16.30,5.40,1,73,68,0,0.4740740740740741,1,100.00,76,8.00,100.00,5.92,34.8557019593299599,39.7692273833257498,11.6236146080105200,100.0000000000000000,0.00,0.00,271,8.30,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,93.49,50.0,MODERATE_PROBABILITY,54.47,WEAK_BRIDGE
2022-2025,4,2025,autumn,C,KD,5,64,47,73.44,25.49,12.92,20,37,57,0.14074074074074075,0.3851851851851852,1,27.95,347,31.55,18.04,41.03,35.3448254056102381,43.0157204927055018,11.3520433922983538,45.6400000000000000,45.49,162.75,-283,-6.06,STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-27.80,ABOVE_TREND,WEAK_COALITION_TIER,1.06,77.85,50.0,HIGH_PROBABILITY,61.84,WEAK_BRIDGE
2022-2025,4,2025,spring,M,MP,5,388,0,0.00,59.05,6.27,71,37,84,0.5185185185185185,1,3,0.00,64,59.47,,,34.8557019593299599,27.8746522477988507,18.5928859456064178,0.00000000000000000000,0.00,,324,-0.42,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,NO_FORECAST,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,40.40,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,2,2019,autumn,C,MP,3,55,55,100.00,3.40,1.29,1,101,6,0,0.044444444444444446,1,49.45,451,31.95,100.00,13.55,39.0017827824269138,33.0995269975325979,16.8469376583807938,83.1500000000000000,50.55,102.22,-396,-28.55,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-16.85,ABOVE_TREND,WEAK_COALITION_TIER,1.53,98.59,50.0,HIGH_PROBABILITY,62.50,WEAK_BRIDGE
2002-2005,3,2004,spring,C,MP,5,342,0,0.00,22.63,19.08,27,1,64,0.37681159420289856,0.463768115942029,2,0.00,193,15.73,0.00,25.97,25.4699644944184949,33.0995269975325979,16.8469376583807938,0.59666666666666666667,0.00,,149,6.90,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.60,ON_TREND,MODERATE_COALITION_TIER,0.00,47.49,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,3,2020,spring,MP,SD,5,340,0,0.00,17.75,9.98,57,101,136,0.3916083916083916,0.6853146853146853,3,0.00,88,13.57,63.75,16.96,35.7396264906715041,16.5906213934928375,15.7971631067803507,0.00000000000000000000,0.00,,252,4.18,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,51.68,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,4,2021,autumn,KD,L,5,80,50,62.50,13.92,8.09,42,37,67,0.3037037037037037,0.4666666666666667,2,0.00,340,10.23,0.00,4.12,39.0017827824269138,41.7452202342232544,5.7022096929634243,26.5166666666666667,62.50,,-260,3.69,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-35.98,ABOVE_TREND,MODERATE_COALITION_TIER,1.50,78.40,50.0,HIGH_PROBABILITY,56.82,MODERATE_BRIDGE
2022-2025,4,2025,autumn,KD,V,5,64,0,0.00,61.34,17.33,88,37,84,0.6444444444444445,0.9555555555555556,3,0.00,347,40.48,0.00,45.69,35.3448254056102381,28.5891260102486829,24.2074823947713391,0.00000000000000000000,0.00,,-283,20.86,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,36.40,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,3,2016,autumn,M,MP,5,78,29,37.18,29.04,12.55,32,65,69,0.2440944881889764,0.6299212598425197,2,100.00,277,18.04,80.83,33.69,31.0509595457950318,27.8746522477988507,18.5928859456064178,57.6566666666666667,-62.82,-62.82,-199,11.00,WEAK_COALITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,20.48,BELOW_TREND,WEAK_COALITION_TIER,-2.25,62.40,90.0,HIGH_PROBABILITY,26.61,WEAK_BRIDGE
2006-2009,2,2007,spring,KD,M,5,229,229,100.00,6.03,2.17,1,50,7,0,0.16666666666666666,1,100.00,94,11.25,100.00,9.87,40.0848605728405238,42.9496792625403991,4.2642678247836210,66.7600000000000000,0.00,0.00,135,-5.22,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-33.24,ABOVE_TREND,WEAK_COALITION_TIER,0.00,97.54,50.0,MODERATE_PROBABILITY,64.33,WEAK_BRIDGE
2014-2017,3,2016,spring,-,C,5,360,0,0.00,52.58,4.30,91,37,51,0.7086614173228346,0.9212598425196851,4,0.00,78,65.43,0.00,38.88,40.4221695593943564,28.2698431505736166,23.0936108071782822,0.00000000000000000000,0.00,,282,-12.85,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,42.94,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,3,2008,autumn,M,V,5,126,0,0.00,83.98,0.99,45,22,3,0.5301204819277109,0.9879518072289156,4,0.00,229,76.80,0.00,76.59,42.6957896880496614,22.9873958437592972,26.6916718716994855,0.00000000000000000000,0.00,,-103,7.18,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,34.51,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,4,2017,autumn,C,L,5,109,28,25.69,7.61,4.86,61,1,16,0.47244094488188976,0.08661417322834646,2,71.67,360,5.71,72.19,7.25,31.0509595457950318,42.6688076950033065,10.3190271017155168,42.7100000000000000,-45.98,-64.16,-251,1.90,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,17.02,BELOW_TREND,MODERATE_COALITION_TIER,-1.08,66.54,90.0,HIGH_PROBABILITY,25.69,MODERATE_BRIDGE
2006-2009,2,2007,autumn,L,S,4,94,0,0.00,54.86,16.15,45,43,70,0.5301204819277109,0.6024096385542169,3,0.00,356,53.13,0.00,41.27,42.6957896880496614,35.6241446586698827,15.4404333306926789,0.00000000000000000000,0.00,,-262,1.73,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,38.70,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,4,2017,autumn,KD,M,5,109,20,18.35,13.58,10.18,69,1,61,0.5354330708661418,0.2283464566929134,3,80.83,360,5.32,43.62,3.71,31.0509595457950318,42.9496792625403991,4.2642678247836210,43.7433333333333333,-62.48,-77.30,-251,8.26,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,25.39,BELOW_TREND,STRONG_COALITION_TIER,-1.45,60.21,90.0,HIGH_PROBABILITY,18.35,STRONG_BRIDGE
2014-2017,2,2015,spring,MP,S,5,277,277,100.00,3.00,2.72,1,101,19,0,0.03937007874015748,1,100.00,95,4.97,100.00,4.58,40.4221695593943564,41.6432407148935695,10.9167498235014098,66.6666666666666667,0.00,0.00,182,-1.97,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-33.33,ABOVE_TREND,WEAK_COALITION_TIER,0.00,98.28,50.0,MODERATE_PROBABILITY,70.66,WEAK_BRIDGE
2022-2025,2,2023,autumn,C,V,5,44,5,11.36,32.67,18.78,75,101,92,0.5481481481481482,0.5333333333333333,3,20.09,637,4.28,0.00,11.39,35.3448254056102381,26.3208909707458163,24.0247865724258024,10.4833333333333333,-8.73,-43.45,-593,28.39,OPPOSITION,WEAKENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-0.88,ON_TREND,STRONG_COALITION_TIER,-0.33,49.11,75.0,MODERATE_PROBABILITY,6.58,STRONG_BRIDGE
2010-2013,2,2011,spring,M,S,5,336,52,15.48,45.30,13.79,47,65,112,0.3865546218487395,0.6890756302521008,2,0.94,106,41.81,46.40,34.31,43.5015080848896803,28.2383768194297392,15.3589718325718249,5.4733333333333333,14.54,1546.81,230,3.49,OPPOSITION,STRENGTHENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,-10.01,ABOVE_TREND,MODERATE_COALITION_TIER,0.51,48.47,75.0,HIGH_PROBABILITY,14.86,MODERATE_BRIDGE
2014-2017,4,2017,spring,C,L,5,392,283,72.19,7.25,6.50,43,1,90,0.33070866141732286,0.2047244094488189,2,25.69,109,7.61,100.00,4.92,40.4221695593943564,42.6688076950033065,10.3190271017155168,56.5166666666666667,46.50,181.00,283,-0.36,STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-15.67,ABOVE_TREND,MODERATE_COALITION_TIER,1.09,84.75,50.0,HIGH_PROBABILITY,72.19,MODERATE_BRIDGE
2018-2021,2,2019,spring,M,SD,5,411,0,0.00,9.31,5.60,57,73,96,0.3916083916083916,0.4755244755244755,3,0.00,55,14.84,0.00,5.51,35.7396264906715041,40.3553429492992360,14.3570095965544146,0.00000000000000000000,0.00,,356,-5.53,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,55.53,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,2,2019,spring,MP,S,5,411,411,100.00,6.74,3.29,1,73,50,0,0.27972027972027974,1,100.00,55,2.22,17.05,2.80,35.7396264906715041,41.6432407148935695,10.9167498235014098,100.0000000000000000,0.00,0.00,356,4.52,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,96.99,50.0,MODERATE_PROBABILITY,86.16,WEAK_BRIDGE
2022-2025,3,2024,spring,MP,SD,5,347,0,0.00,29.19,9.24,71,73,121,0.5185185185185185,0.6814814814814815,4,0.00,76,52.19,0.00,51.56,34.8557019593299599,16.5906213934928375,15.7971631067803507,0.00000000000000000000,0.00,,271,-23.00,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,48.47,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2022-2025,1,2022,spring,MP,SD,5,637,0,0.00,7.27,6.37,71,1,87,0.5185185185185185,0.2,3,0.00,47,45.02,6.82,60.92,34.8557019593299599,16.5906213934928375,15.7971631067803507,0.00000000000000000000,0.00,,590,-37.75,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,55.91,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,1,2010,autumn,C,S,3,110,2,1.82,32.13,21.71,65,57,78,0.5714285714285714,0.41964285714285715,3,0.00,196,58.72,0.00,59.19,42.4760061636714867,32.5526095706575421,17.4091135028779891,0.60666666666666666667,1.82,,-86,-26.59,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STABLE,-1.21,ON_TREND,STRONG_COALITION_TIER,0.06,44.58,75.0,MODERATE_PROBABILITY,1.44,STRONG_BRIDGE
2022-2025,4,2025,spring,M,SD,5,388,388,100.00,25.75,1.85,1,37,5,0,0.6592592592592592,1,100.00,64,7.91,,,34.8557019593299599,40.3553429492992360,14.3570095965544146,100.0000000000000000,0.00,0.00,324,17.84,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,NO_FORECAST,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,91.72,50.0,MODERATE_PROBABILITY,60.91,WEAK_BRIDGE
2010-2013,3,2012,autumn,C,KD,5,125,125,100.00,8.30,6.78,1,29,32,0,0.14285714285714285,1,100.00,336,5.41,100.00,6.91,42.4760061636714867,43.0157204927055018,11.3520433922983538,100.0000000000000000,0.00,0.00,-211,2.89,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,95.48,50.0,MODERATE_PROBABILITY,89.93,WEAK_BRIDGE
2022-2025,2,2023,autumn,L,SD,5,44,44,100.00,8.17,4.90,1,101,19,0,0.14074074074074075,1,0.00,637,11.39,100.00,28.93,35.3448254056102381,39.7692273833257498,11.6236146080105200,55.3200000000000000,100.00,,-593,-3.22,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-44.68,ABOVE_TREND,WEAK_COALITION_TIER,2.51,96.08,50.0,HIGH_PROBABILITY,57.89,WEAK_BRIDGE
2014-2017,1,2014,autumn,MP,V,3,49,0,0.00,30.98,15.21,88,101,90,0.6850393700787402,0.7007874015748031,4,0.00,350,15.04,0.00,8.92,31.0509595457950318,39.4425609753850410,8.5232541068768942,0.00000000000000000000,0.00,,-301,15.94,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,46.14,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,1,2018,autumn,KD,S,3,70,70,100.00,20.16,5.91,1,73,50,0,0.7185185185185186,1,72.19,392,34.06,93.79,31.81,39.0017827824269138,32.5901277089135631,14.4808535710040908,63.5133333333333333,27.81,38.52,-322,-13.90,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,-36.49,ABOVE_TREND,WEAK_COALITION_TIER,0.85,92.18,50.0,HIGH_PROBABILITY,79.55,WEAK_BRIDGE
2002-2005,2,2003,autumn,C,V,5,170,0,0.00,33.09,24.20,31,22,86,0.3333333333333333,0.7666666666666667,4,5.56,90,15.30,1.79,21.42,31.7570277295618059,26.3208909707458163,24.0247865724258024,2.7800000000000000,-5.56,-100.00,80,17.79,OPPOSITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STABLE,2.78,ON_TREND,MODERATE_COALITION_TIER,-0.21,42.81,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2002-2005,1,2002,autumn,MP,S,3,90,90,100.00,22.91,6.13,1,71,23,0,0.4888888888888889,1,,,,76.47,30.90,31.7570277295618059,41.6432407148935695,10.9167498235014098,100.0000000000000000,,,,,VERY_STRONG_COALITION,BASELINE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,0.00,ON_TREND,WEAK_COALITION_TIER,,91.29,50.0,MODERATE_PROBABILITY,46.63,WEAK_BRIDGE
2006-2009,3,2008,spring,KD,MP,5,263,0,0.00,57.27,10.42,39,29,72,0.4222222222222222,0.7444444444444445,3,0.79,126,46.37,0.00,67.02,40.0848605728405238,31.6301988646497904,16.4826756025947198,0.26333333333333333333,-0.79,-100.00,137,10.90,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.26,ON_TREND,MODERATE_COALITION_TIER,-0.02,39.69,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,4,2009,spring,C,S,5,196,0,0.00,58.72,6.26,39,71,49,0.4222222222222222,0.7666666666666667,3,0.00,157,58.48,1.82,32.13,40.0848605728405238,32.5526095706575421,17.4091135028779891,0.00000000000000000000,0.00,,39,0.24,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,40.51,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2014-2017,1,2014,spring,C,S,5,343,47,13.70,37.19,7.34,80,73,101,0.6220472440944882,0.7637795275590551,3,51.02,49,23.28,9.47,30.58,40.4221695593943564,32.5526095706575421,17.4091135028779891,21.5733333333333333,-37.32,-73.15,294,13.91,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,7.87,BELOW_TREND,STRONG_COALITION_TIER,-1.15,52.12,75.0,HIGH_PROBABILITY,11.99,STRONG_BRIDGE
2010-2013,3,2012,autumn,C,V,5,125,11,8.80,38.31,26.79,49,29,90,0.42857142857142855,0.5803571428571429,3,0.00,336,53.28,0.00,52.46,42.4760061636714867,26.3208909707458163,24.0247865724258024,3.2466666666666667,8.80,,-211,-14.97,OPPOSITION,STRENGTHENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_DECLINE,-5.55,ABOVE_TREND,MODERATE_COALITION_TIER,0.33,43.99,75.0,MODERATE_PROBABILITY,7.91,MODERATE_BRIDGE
2002-2005,4,2005,spring,M,S,6,273,7,2.56,50.01,11.60,19,43,43,0.2608695652173913,0.927536231884058,2,0.00,167,53.58,0.00,56.29,25.4699644944184949,28.2383768194297392,15.3589718325718249,0.85333333333333333333,2.56,,106,-3.57,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,-1.71,ON_TREND,MODERATE_COALITION_TIER,0.09,42.54,75.0,MODERATE_PROBABILITY,2.04,MODERATE_BRIDGE
2002-2005,4,2005,spring,-,S,6,273,121,44.32,35.74,22.36,7,43,68,0.08695652173913043,0.7971014492753623,1,82.63,167,33.43,0.00,39.82,25.4699644944184949,26.6347652841005985,25.0985462491062522,63.4750000000000000,-38.31,-46.36,106,2.31,WEAK_COALITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_WEAKENING,19.16,BELOW_TREND,WEAK_COALITION_TIER,-1.44,60.30,90.0,HIGH_PROBABILITY,35.38,WEAK_BRIDGE
2002-2005,2,2003,autumn,KD,M,5,170,9,5.29,11.60,8.56,28,22,43,0.3,0.2222222222222222,2,0.00,90,26.37,0.00,5.65,31.7570277295618059,42.9496792625403991,4.2642678247836210,2.6450000000000000,5.29,,80,-14.77,OPPOSITION,IMPROVING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,-2.65,ON_TREND,MODERATE_COALITION_TIER,0.12,56.07,75.0,MODERATE_PROBABILITY,4.66,MODERATE_BRIDGE
