election_cycle_id,cycle_year,calendar_year,semester,party_1,party_2,joint_voting_days,joint_ballots,aligned_ballots,alignment_rate,avg_vote_divergence,vote_divergence_stddev,rank_by_alignment,rank_by_activity,rank_by_consistency,percentile_alignment,percentile_cohesion,quartile_coalition_strength,prev_semester_alignment,prev_semester_joint_ballots,prev_semester_divergence,next_semester_alignment,next_semester_divergence,stddev_alignment_sector,stddev_alignment_pair,stddev_divergence_pair,ma_3semester_alignment,alignment_change_absolute,alignment_change_pct,activity_change,divergence_change,coalition_strength,coalition_trend,strategic_shift,volatility_classification,consistency_classification,forecast_trend,alignment_deviation_from_ma,trend_position,coalition_tier,momentum_z_score,stability_score,breakup_risk_score,realignment_probability,coalition_density_score,bridge_classification
2014-2017,3,2016,autumn,C,M,5,78,29,37.18,11.37,6.95,32,65,34,0.2440944881889764,0.16535433070866143,1,100.00,277,5.24,80.83,4.71,31.0509595457950318,41.9754943825025154,12.3915098966687459,48.8833333333333333,-62.82,-62.82,-199,6.13,WEAK_COALITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,11.70,BELOW_TREND,WEAK_COALITION_TIER,-1.50,69.38,90.0,HIGH_PROBABILITY,26.61,WEAK_BRIDGE
2022-2025,3,2024,autumn,C,KD,5,76,27,35.53,34.09,4.70,47,1,17,0.34074074074074073,0.562962962962963,2,0.00,345,45.66,27.95,31.55,35.3448254056102381,43.0157204927055018,11.3520433922983538,14.1166666666666667,35.53,,-269,-11.57,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,-21.41,ABOVE_TREND,MODERATE_COALITION_TIER,0.83,62.58,75.0,HIGH_PROBABILITY,35.53,MODERATE_BRIDGE
2022-2025,1,2022,spring,C,SD,5,637,0,0.00,6.09,2.72,71,1,23,0.5185185185185185,0.16296296296296298,3,44.68,47,17.82,6.82,36.71,34.8557019593299599,30.1988374389920293,12.4561172120368232,14.8933333333333333,-44.68,-100.00,590,-11.73,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,14.89,BELOW_TREND,STRONG_COALITION_TIER,-1.48,57.36,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,4,2017,spring,MP,S,5,392,392,100.00,2.87,1.86,1,1,4,0,0.031496062992125984,1,100.00,109,2.14,100.00,2.54,40.4221695593943564,41.6432407148935695,10.9167498235014098,100.0000000000000000,0.00,0.00,283,0.73,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,98.58,50.0,MODERATE_PROBABILITY,100.00,WEAK_BRIDGE
2018-2021,3,2020,spring,C,L,5,340,32,9.41,2.64,2.52,42,101,41,0.2867132867132867,0.1048951048951049,2,0.00,88,6.25,72.50,7.77,35.7396264906715041,42.6688076950033065,10.3190271017155168,36.4700000000000000,9.41,,252,-3.61,OPPOSITION,STRENGTHENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,27.06,BELOW_TREND,MODERATE_COALITION_TIER,0.22,62.22,75.0,MODERATE_PROBABILITY,6.71,MODERATE_BRIDGE
2022-2025,2,2023,spring,C,S,5,345,0,0.00,12.20,5.84,71,109,79,0.5185185185185185,0.3851851851851852,4,0.00,44,36.07,19.74,11.35,34.8557019593299599,32.5526095706575421,17.4091135028779891,21.2966666666666667,0.00,,301,-23.87,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,21.30,BELOW_TREND,STRONG_COALITION_TIER,0.00,54.59,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,1,2010,spring,C,M,5,209,209,100.00,7.83,4.50,1,93,42,0,0.19327731092436976,1,100.00,110,7.51,100.00,7.15,43.5015080848896803,41.9754943825025154,12.3915098966687459,100.0000000000000000,0.00,0.00,99,0.32,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,96.30,50.0,MODERATE_PROBABILITY,59.71,WEAK_BRIDGE
2014-2017,3,2016,autumn,KD,MP,5,78,25,32.05,25.63,20.75,46,65,117,0.3543307086614173,0.5275590551181102,2,100.00,277,17.66,80.83,37.33,31.0509595457950318,31.6301988646497904,16.4826756025947198,47.1733333333333333,-67.95,-67.95,-199,7.97,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STRENGTHENING,15.12,BELOW_TREND,MODERATE_COALITION_TIER,-2.15,58.91,90.0,HIGH_PROBABILITY,22.93,MODERATE_BRIDGE
2014-2017,3,2016,spring,L,SD,5,360,47,13.06,6.35,4.28,84,37,50,0.6535433070866141,0.16535433070866143,3,0.00,78,29.07,0.00,21.06,40.4221695593943564,39.7692273833257498,11.6236146080105200,4.3533333333333333,13.06,,282,-22.72,OPPOSITION,STRENGTHENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-8.71,ABOVE_TREND,STRONG_COALITION_TIER,0.33,62.04,75.0,HIGH_PROBABILITY,11.99,STRONG_BRIDGE
2006-2009,1,2006,spring,KD,S,5,356,0,0.00,56.67,11.12,39,1,75,0.4222222222222222,0.7333333333333333,4,0.00,83,53.34,0.00,55.36,40.0848605728405238,32.5901277089135631,14.4808535710040908,0.00000000000000000000,0.00,,273,3.33,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,39.66,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,4,2021,spring,S,SD,5,477,0,0.00,6.11,1.11,57,1,22,0.3916083916083916,0.2517482517482518,3,63.75,80,17.40,61.70,20.52,35.7396264906715041,18.1132739816227959,14.3534453819747868,21.2500000000000000,-63.75,-100.00,397,-11.29,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,21.25,BELOW_TREND,MODERATE_COALITION_TIER,-3.52,57.83,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,3,2008,spring,L,S,5,263,0,0.00,50.78,8.35,39,29,60,0.4222222222222222,0.6222222222222222,3,0.79,126,48.01,0.00,55.53,40.0848605728405238,35.6241446586698827,15.4404333306926789,0.26333333333333333333,-0.79,-100.00,137,2.77,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.26,ON_TREND,MODERATE_COALITION_TIER,-0.02,42.26,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,2,2007,spring,L,S,5,229,0,0.00,41.27,14.29,39,50,79,0.4222222222222222,0.5555555555555556,4,0.00,94,54.86,0.79,48.01,40.0848605728405238,35.6241446586698827,15.4404333306926789,0.00000000000000000000,0.00,,135,-13.59,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,43.33,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2002-2005,2,2003,autumn,C,KD,5,170,9,5.29,4.75,2.60,28,22,5,0.3,0.022222222222222223,2,5.56,90,13.49,0.00,8.46,31.7570277295618059,43.0157204927055018,11.3520433922983538,5.4250000000000000,-0.27,-4.86,80,-8.74,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,0.14,ON_TREND,MODERATE_COALITION_TIER,-0.01,59.91,75.0,MODERATE_PROBABILITY,4.66,MODERATE_BRIDGE
2018-2021,4,2021,autumn,SD,V,5,80,8,10.00,15.82,11.50,87,37,97,0.6370370370370371,0.5333333333333333,3,0.00,340,5.72,0.00,1.45,39.0017827824269138,11.0109559782770704,16.8613212906541422,3.3333333333333333,10.00,,-260,10.10,OPPOSITION,STRENGTHENING,SIGNIFICANT_SHIFT,MODERATELY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_DECLINE,-6.67,ABOVE_TREND,STRONG_COALITION_TIER,0.91,55.80,40.0,MODERATE_PROBABILITY,9.09,STRONG_BRIDGE
2018-2021,4,2021,autumn,-,C,5,80,15,18.75,18.09,9.46,77,37,82,0.562962962962963,0.6370370370370371,3,9.41,340,9.15,0.00,11.05,39.0017827824269138,28.2698431505736166,23.0936108071782822,9.3866666666666667,9.34,99.26,-260,8.94,OPPOSITION,STRENGTHENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-9.36,ABOVE_TREND,STRONG_COALITION_TIER,0.33,59.24,75.0,MODERATE_PROBABILITY,17.05,STRONG_BRIDGE
2014-2017,1,2014,autumn,KD,S,3,49,25,51.02,29.91,20.72,19,101,116,0.14173228346456693,0.6614173228346457,1,0.00,350,44.64,13.70,41.67,31.0509595457950318,32.5901277089135631,14.4808535710040908,19.4033333333333333,51.02,,-301,-14.73,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_WEAKENING,-31.62,ABOVE_TREND,WEAK_COALITION_TIER,1.57,65.22,50.0,HIGH_PROBABILITY,22.94,WEAK_BRIDGE
2018-2021,3,2020,spring,-,L,5,340,32,9.41,8.72,4.47,42,101,71,0.2867132867132867,0.3986013986013986,2,0.00,88,12.31,18.75,17.57,35.7396264906715041,30.3655471930394038,20.9147812167838784,3.1366666666666667,9.41,,252,-3.59,OPPOSITION,STRENGTHENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,-6.27,ABOVE_TREND,MODERATE_COALITION_TIER,0.31,59.81,75.0,MODERATE_PROBABILITY,6.71,MODERATE_BRIDGE
2022-2025,2,2023,autumn,-,C,4,39,0,0.00,58.77,25.31,88,129,110,0.6444444444444445,0.9037037037037037,4,20.09,637,14.39,35.53,17.54,35.3448254056102381,28.2698431505736166,23.0936108071782822,6.6966666666666667,-20.09,-100.00,-598,44.38,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STRENGTHENING,6.70,BELOW_TREND,STRONG_COALITION_TIER,-0.71,34.78,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,2,2007,autumn,C,M,4,94,94,100.00,6.83,0.61,1,43,1,0,0.1566265060240964,1,0.28,356,6.43,100.00,5.80,42.6957896880496614,41.9754943825025154,12.3915098966687459,58.7266666666666667,99.72,35614.29,-262,0.40,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-41.27,ABOVE_TREND,WEAK_COALITION_TIER,2.38,97.77,50.0,HIGH_PROBABILITY,59.87,WEAK_BRIDGE
2006-2009,2,2007,spring,L,V,5,229,0,0.00,65.33,7.61,39,50,54,0.4222222222222222,0.8666666666666667,4,0.00,94,67.88,0.00,76.83,40.0848605728405238,30.0147176965987602,23.1955269079579201,0.00000000000000000000,0.00,,135,-2.55,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,38.12,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,3,2012,autumn,KD,SD,5,125,61,48.80,54.98,21.93,41,29,80,0.35714285714285715,0.9017857142857143,2,92.56,336,16.24,35.00,35.20,42.4760061636714867,40.3255462400145989,13.4062859219927956,80.1400000000000000,-43.76,-47.28,-211,38.74,WEAK_COALITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_WEAKENING,31.34,BELOW_TREND,MODERATE_COALITION_TIER,-1.09,56.45,90.0,HIGH_PROBABILITY,43.88,MODERATE_BRIDGE
2022-2025,3,2024,spring,L,MP,5,347,0,0.00,45.49,10.04,71,73,124,0.5185185185185185,0.8888888888888888,4,0.00,76,53.74,0.00,54.37,34.8557019593299599,35.4718366942119591,16.8043965420271214,0.00000000000000000000,0.00,,271,-8.25,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,43.34,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,4,2017,autumn,KD,S,5,109,20,18.35,21.88,15.10,69,1,89,0.5354330708661418,0.4015748031496063,3,80.83,360,35.18,72.19,34.06,31.0509595457950318,32.5901277089135631,14.4808535710040908,43.7433333333333333,-62.48,-77.30,-251,-13.30,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,25.39,BELOW_TREND,STRONG_COALITION_TIER,-1.92,56.25,90.0,HIGH_PROBABILITY,18.35,STRONG_BRIDGE
2018-2021,2,2019,spring,KD,L,5,411,411,100.00,8.30,7.91,1,73,127,0,0.36363636363636365,1,38.18,55,33.07,17.05,3.99,35.7396264906715041,41.7452202342232544,5.7022096929634243,70.6733333333333333,61.82,161.92,356,-24.77,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-29.33,ABOVE_TREND,WEAK_COALITION_TIER,1.48,95.14,50.0,HIGH_PROBABILITY,86.16,WEAK_BRIDGE
2010-2013,1,2010,spring,C,KD,5,209,209,100.00,4.74,4.27,1,93,40,0,0.07563025210084033,1,100.00,110,8.41,100.00,6.11,43.5015080848896803,43.0157204927055018,11.3520433922983538,100.0000000000000000,0.00,0.00,99,-3.67,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,97.30,50.0,MODERATE_PROBABILITY,59.71,WEAK_BRIDGE
2022-2025,2,2023,autumn,KD,V,5,44,0,0.00,68.47,14.18,88,101,68,0.6444444444444445,0.9851851851851852,4,12.72,637,3.05,35.07,34.27,35.3448254056102381,28.5891260102486829,24.2074823947713391,4.2400000000000000,-12.72,-100.00,-593,65.42,OPPOSITION,WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,4.24,ON_TREND,STRONG_COALITION_TIER,-0.44,35.21,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2002-2005,3,2004,autumn,L,S,5,193,0,0.00,47.43,3.94,31,1,10,0.3333333333333333,0.8666666666666667,3,0.00,336,55.52,0.00,48.50,31.7570277295618059,35.6241446586698827,15.4404333306926789,0.00000000000000000000,0.00,,-143,-8.09,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,44.59,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,4,2021,spring,C,MP,5,477,0,0.00,5.54,1.47,57,1,30,0.3916083916083916,0.22377622377622378,2,72.50,80,7.72,0.00,32.13,35.7396264906715041,33.0995269975325979,16.8469376583807938,27.3033333333333333,-72.50,-100.00,397,-2.18,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,27.30,BELOW_TREND,MODERATE_COALITION_TIER,-2.19,57.90,90.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2014-2017,2,2015,spring,C,L,5,277,277,100.00,6.06,6.01,1,101,81,0,0.14960629921259844,1,9.47,95,4.67,30.77,11.00,40.4221695593943564,42.6688076950033065,10.3190271017155168,69.8233333333333333,90.53,955.97,182,1.39,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-30.18,ABOVE_TREND,WEAK_COALITION_TIER,2.12,96.38,50.0,HIGH_PROBABILITY,70.66,WEAK_BRIDGE
2002-2005,2,2003,autumn,MP,V,5,170,130,76.47,13.68,10.26,11,22,51,0.1111111111111111,0.25555555555555554,1,100.00,90,2.87,81.85,14.44,31.7570277295618059,39.4425609753850410,8.5232541068768942,88.2350000000000000,-23.53,-23.53,80,10.81,STRONG_COALITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_IMPROVEMENT,11.77,BELOW_TREND,WEAK_COALITION_TIER,-0.60,83.41,50.0,HIGH_PROBABILITY,67.36,WEAK_BRIDGE
2010-2013,4,2013,autumn,C,MP,5,139,0,0.00,36.77,18.31,87,1,61,0.7678571428571429,0.5535714285714286,4,4.41,340,36.60,6.00,42.03,42.4760061636714867,33.0995269975325979,16.8469376583807938,4.4033333333333333,-4.41,-100.00,-201,0.17,OPPOSITION,DECLINING,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_IMPROVEMENT,4.40,ON_TREND,ELITE_COALITION,-0.13,43.48,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,3,2012,spring,-,S,5,340,0,0.00,40.84,6.21,69,29,68,0.5714285714285714,0.6134453781512605,4,0.00,105,33.73,0.00,86.34,43.5015080848896803,26.6347652841005985,25.0985462491062522,0.00000000000000000000,0.00,,235,7.11,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,45.89,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,1,2018,spring,L,MP,5,451,333,73.84,31.15,4.52,22,37,73,0.14685314685314685,0.8461538461538461,1,100.00,70,20.30,100.00,7.80,35.7396264906715041,35.4718366942119591,16.8043965420271214,91.2800000000000000,-26.16,-26.16,381,10.85,STRONG_COALITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,17.44,BELOW_TREND,WEAK_COALITION_TIER,-0.74,78.84,50.0,HIGH_PROBABILITY,69.82,WEAK_BRIDGE
2002-2005,4,2005,autumn,M,V,4,167,0,0.00,29.54,6.47,31,43,28,0.3333333333333333,0.6888888888888889,2,0.00,342,25.18,0.00,30.30,31.7570277295618059,22.9873958437592972,26.6916718716994855,0.00000000000000000000,0.00,,-175,4.36,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,49.20,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,3,2020,autumn,S,V,5,88,0,0.00,11.91,13.32,95,1,107,0.6962962962962963,0.4074074074074074,3,100.00,411,19.79,9.41,10.51,39.0017827824269138,42.8650577785828889,8.1541679500114612,40.6066666666666667,-100.00,-100.00,-323,-7.88,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_IMPROVEMENT,40.61,BELOW_TREND,STRONG_COALITION_TIER,-2.33,52.43,90.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,4,2013,autumn,KD,L,5,139,139,100.00,11.21,4.74,1,1,21,0,0.20535714285714285,1,100.00,340,3.85,100.00,7.88,42.4760061636714867,41.7452202342232544,5.7022096929634243,100.0000000000000000,0.00,0.00,-201,7.36,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,95.22,50.0,MODERATE_PROBABILITY,100.00,WEAK_BRIDGE
2006-2009,2,2007,autumn,MP,S,4,94,3,3.19,6.42,4.82,34,43,34,0.39759036144578314,0.14457831325301204,2,26.12,356,41.84,0.00,8.66,42.6957896880496614,41.6432407148935695,10.9167498235014098,17.8033333333333333,-22.93,-87.79,-262,-35.42,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,14.61,BELOW_TREND,MODERATE_COALITION_TIER,-0.55,57.90,75.0,HIGH_PROBABILITY,1.91,MODERATE_BRIDGE
2010-2013,4,2013,spring,L,SD,5,350,227,64.86,27.03,3.05,36,1,24,0.29411764705882354,0.42857142857142855,2,74.10,139,25.54,48.98,21.17,43.5015080848896803,39.7692273833257498,11.6236146080105200,57.9866666666666667,-9.24,-12.47,211,1.49,MODERATE_COALITION,WEAKENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-6.87,ABOVE_TREND,MODERATE_COALITION_TIER,-0.23,76.92,50.0,MODERATE_PROBABILITY,64.86,MODERATE_BRIDGE
2018-2021,2,2019,spring,S,SD,5,411,0,0.00,45.08,4.15,57,73,65,0.3916083916083916,0.9370629370629371,3,0.00,55,51.41,0.00,10.77,35.7396264906715041,18.1132739816227959,14.3534453819747868,0.00000000000000000000,0.00,,356,-6.33,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,45.23,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,2,2019,spring,-,L,4,325,0,0.00,61.99,8.37,57,137,129,0.3916083916083916,0.972027972027972,4,100.00,55,18.02,0.00,12.31,35.7396264906715041,30.3655471930394038,20.9147812167838784,33.3333333333333333,-100.00,-100.00,270,43.97,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,33.33,BELOW_TREND,MODERATE_COALITION_TIER,-3.29,38.89,90.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,3,2020,autumn,-,SD,5,88,0,0.00,5.78,4.01,95,1,29,0.6962962962962963,0.15555555555555556,4,0.00,325,41.28,0.00,8.38,39.0017827824269138,18.4179212075263315,14.9112275087322880,0.00000000000000000000,0.00,,-237,-35.50,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,57.06,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,1,2014,spring,M,SD,5,343,149,43.44,43.77,4.98,70,73,59,0.5433070866141733,0.8503937007874016,3,48.98,49,38.31,26.32,21.29,40.4221695593943564,40.3553429492992360,14.3570095965544146,52.4266666666666667,-5.54,-11.31,294,5.46,WEAK_COALITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,8.99,BELOW_TREND,STRONG_COALITION_TIER,-0.14,62.75,75.0,MODERATE_PROBABILITY,38.01,STRONG_BRIDGE
2018-2021,2,2019,spring,-,SD,4,325,0,0.00,41.28,4.62,57,137,75,0.3916083916083916,0.916083916083916,4,0.00,55,27.32,0.00,5.78,35.7396264906715041,18.4179212075263315,14.9112275087322880,0.00000000000000000000,0.00,,270,13.96,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,46.23,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,4,2021,autumn,M,S,5,80,43,53.75,15.14,17.48,51,37,130,0.37037037037037035,0.5185185185185185,2,0.00,340,16.34,0.00,5.04,39.0017827824269138,28.2383768194297392,15.3589718325718249,17.9166666666666667,53.75,,-260,-1.20,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-35.83,ABOVE_TREND,MODERATE_COALITION_TIER,1.90,71.71,50.0,HIGH_PROBABILITY,48.86,MODERATE_BRIDGE
2014-2017,2,2015,autumn,L,S,4,95,34,35.79,30.02,7.68,39,37,44,0.2992125984251969,0.6692913385826772,2,13.70,343,34.48,100.00,26.42,31.0509595457950318,35.6241446586698827,15.4404333306926789,33.5033333333333333,22.09,161.24,-248,-4.46,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-2.29,ON_TREND,MODERATE_COALITION_TIER,0.62,63.01,75.0,HIGH_PROBABILITY,31.19,MODERATE_BRIDGE
2018-2021,1,2018,spring,M,SD,5,451,0,0.00,9.39,7.33,57,37,121,0.3916083916083916,0.4825174825174825,2,37.14,70,24.51,0.00,14.84,35.7396264906715041,40.3553429492992360,14.3570095965544146,12.3800000000000000,-37.14,-100.00,381,-15.12,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,12.38,BELOW_TREND,MODERATE_COALITION_TIER,-0.92,54.98,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,1,2006,autumn,KD,V,3,83,0,0.00,67.17,14.12,45,64,64,0.5301204819277109,0.8313253012048193,3,0.00,273,36.14,0.00,34.87,42.6957896880496614,28.5891260102486829,24.2074823947713391,0.00000000000000000000,0.00,,-190,31.03,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,35.61,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,2,2019,autumn,KD,SD,3,55,0,0.00,12.27,10.61,95,101,93,0.6962962962962963,0.42962962962962964,4,0.00,451,12.32,0.00,15.61,39.0017827824269138,40.3255462400145989,13.4062859219927956,12.3800000000000000,0.00,,-396,-0.05,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,12.38,BELOW_TREND,STRONG_COALITION_TIER,0.00,53.14,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
