hjid,header,number_value,parties,proposal_issue_number,proposal_type,against_proposal_list_agains_0
2612164,Ökad rättstrygghet för homosexuella m.fl.,5,"""c""",3,reservation,2612159
2290846,"",13,"""M""",11,reservation,2290833
2560464,"",15,"""S""",10,reservation,2560449
2556537,"",16,"""V""",17,reservation,2556521
2494477,"",21,"""M""",7,reservation,2494456
2413127,Så kallade bilmålvakter,1,"""s"",""v"",""mp""",1,reservation,2413126
2649042,Jordbruket i norra Sverige ,39,"""c""",31,reservation,2649003
2576499,"",11,"""S"",""MP"",""V""",12,reservation,2576488
2395973,Jordbrukets miljöpåverkan,3,"""s""",4,reservation,2395970
2293146,"",24,"""SD""",10,reservation,2293122
2324810,"",1,"""V""",1,reservation,2324809
2474681,Riksnormen,7,"""m"",""c""",3,reservation,2474674
3360502,Grannsamverkan inom jordbruk,5,"""v""",4,reservation,3360497
2706063,"",10,"""M""",12,reservation,2706053
2695130,Rätten till ett hyreskontrakt,1,"""v"",""mp""",1,reservation,2695129
1094794,"",5,"""C""",3,reservation,1094789
2666727,"",3,"""M""",2,reservation,2666724
2338618,"",15,"""M""",6,reservation,2338603
2678690,Allmänt om användning av försöksdjur,1,"""v"",""mp""",1,reservation,2678689
2591352,Återvändande till hemlandet,5,"""m"",""c"",""fp""",9,reservation,2591347
3360150,"",17,"""V""",7,reservation,3360133
1110840,Landinformation m.m.,2,"""S""",3,reservation,1110838
2600029,"",12,"""KD""",10,reservation,2600017
2340388,"",10,"""M"",""C"",""L"",""KD""",8,reservation,2340378
2347353,"",16,"""V""",6,reservation,2347337
2561994,"",1,"""SD""",3,reservation,2561993
2455238,"",14,"""SD""",15,reservation,2455223
2679830,"",31,"""SD""",12,reservation,2679799
2659188,"",13,"""M""",5,reservation,2659175
2306872,Registrering av arbetssökande ,18,"""kd""",11,reservation,2306854
2485321,Parkeringsfrågor,8,"""MP""",6,reservation,2485313
3359700,Undersökning om sexualvanor,23,"""s"",""v""",26,reservation,3359677
3360819,"",20,"""SD""",20,reservation,3360799
2693072,Trängselskatt för miljöbilar,2,"""v""",1,reservation,2693070
2291751,"",7,"""V"",""MP""",3,reservation,2291744
2453601,"",9,"""S"",""C"",""MP""",10,reservation,2453592
2400003,"",2,"""C""",1,reservation,2400001
2618610,"",5,"""M"",""C"",""L"",""KD""",9,reservation,2618605
2527172,"",15,"""MP""",5,reservation,2527157
2627181,Översyn av möjligheten att återinföra fri entré på de statliga museerna,3,"""S"",""V""",21,reservation,2627178
2435756,Miljövänliga drivmedel ,6,"""fp""",10,reservation,2435750
2292442,Anslagstilldelningen efter 2002 ,50,"""m"",""-""",27,reservation,2292392
2557389,Eftergymnasiala studier för särskoleelever,10,"""S""",8,reservation,2557379
2425835,"",10,"""KD""",3,reservation,2425825
2500572,"",4,"""MP""",2,reservation,2500568
2649990,"",12,"""M""",5,reservation,2649978
1057099,"",23,"""V"",""MP""",17,reservation,1057076
2652571,Neuropsykiatriska funktionshinder,28,"""kd""",30,reservation,2652543
2432697,Krav på god kvalitet vid överföring av el ,3,"""fp""",4,reservation,2432694
2329542,Stöd till enskild,2,"""m""",3,reservation,2329540
2518996,"",3,"""SD""",3,reservation,2518993
2662262,Förbud mot PFOA,6,"""MP"",""V""",7,reservation,2662256
2350059,Allmän inriktning av den regionala utvecklingspolitiken,1,"""m"",""c"",""fp"",""kd""",1,reservation,2350058
2517302,Omprövning av betyg,30,"""v""",29,reservation,2517272
1056776,"",19,"""S""",9,reservation,1056757
2301095,"",17,"""MP""",10,reservation,2301078
1112989,Metoder för att barn och ungdomar inte ska börja använda tobaksprodukter,11,"""V""",9,reservation,1112978
2671137,"",15,"""M""",6,reservation,2671122
2704808,"",1,"""SD"",""V"",""KD""",2,reservation,2704807
2700280,Värdigt liv i äldreomsorgen,1,"""s"",""v"",""mp""",1,reservation,2700279
2400074,"",10,"""V""",7,reservation,2400064
2404765,Utökad användning av bygdemedel och återföring av del av vattenkraftsvinster ,15,"""kd""",18,reservation,2404750
2517031,"",20,"""V""",11,reservation,2517011
2511455,Beslutsfattandet vid gemensam vårdnad,6,"""c"",""fp"",""kd""",6,reservation,2511449
2622786,"",8,"""V""",7,reservation,2622778
2295862,Skogsstyrelsens framtida roll,1,"""S""",3,reservation,2295861
3136747,"",7,"""M"",""C"",""KD""",7,reservation,3136740
2649590,Skador orsakade av skarv m.m. ,25,"""m"",""c"",""kd""",37,reservation,2649565
2459340,"",13,"""C""",10,reservation,2459327
2380112,"",3,"""SD""",4,reservation,2380109
2330925,Översyn av fördelningsprinciperna för bidragen till studieförbunden,31,"""fp""",52,reservation,2330894
2401696,"Skatteskala, grundavdrag m.m.",1,"""s""",1,reservation,2401695
2413129,Förbehållsbeloppet vid utmätning,3,"""s"",""v""",3,reservation,2413126
2426955,"",6,"""SD""",3,reservation,2426949
3360706,"",26,"""M"",""C""",27,reservation,3360680
2437034,"",8,"""M""",10,reservation,2437026
2628845,Återvändande,3,"""V""",2,reservation,2628842
2666425,"",2,"""SD""",1,reservation,2666423
2580073,"Anslag, bemyndiganden, investeringsplaner m.m.",1,"""S""",1,reservation,2580072
2554360,Deltagande i militära och civila internationella insatser,12,"""SD""",5,reservation,2554348
2453744,Fattigdomsbekämpning,17,"""kd""",7,reservation,2453727
2365729,Asyl- och invandringspolitik,12,"""v""",12,reservation,2365717
2704843,Gåvor och bidrag till ideella ändamål,14,"""m""",14,reservation,2704829
2632773,"",2,"""M""",4,reservation,2632771
2322186,Avslag på propositionen,1,"""m""",1,reservation,2322185
2402198,"",38,"""SD""",17,reservation,2402160
2523629,"",18,"""SD""",6,reservation,2523611
2670553,"",11,"""SD""",10,reservation,2670542
1114668,Nedskräpning,4,"""S"",""V""",4,reservation,1114664
2523175,"",2,"""SD""",1,reservation,2523173
2355552,"",3,"""V""",2,reservation,2355549
1042407,"",17,"""S""",14,reservation,1042390
1005010,Konkurrens med goda arbetsvillkor,33,"""V""",16,reservation,1004977
1045285,"",6,"""V""",6,reservation,1045279
2331805,Tidpunkt för rösträtt ,7,"""c"",""fp"",""v"",""mp""",10,reservation,2331798
2500068,"",14,"""MP""",11,reservation,2500054
2496689,"",44,"""MP""",21,reservation,2496645
2345106,"",10,"""KD""",4,reservation,2345096
2684699,"",13,"""V""",5,reservation,2684686
2310445,Läkemedelsförsörjningen vid sjukvårdsinrättningar ,54,"""m""",52,reservation,2310391
2292088,"",35,"""MP""",18,reservation,2292053
2518047,"",15,"""KD""",6,reservation,2518031
2375184,"",2,"""V""",1,reservation,2375182
2594408,"",1,"""C""",2,reservation,2594407
2428345,Hemlöshet,37,"""v""",56,reservation,2428308
2673128,"",4,"""V""",3,reservation,2673124
2356687,"",4,"""M"",""SD"",""KD""",4,reservation,2356683
2590765,Skolinspektionens befogenheter vid tillsyn,8,"""SD"",""V""",6,reservation,2590751
2447261,Andra skyddsbehövande,2,"""mp""",2,reservation,2447259
2702104,Legitimationsfrågor,17,"""MP"",""V""",14,reservation,2702087
2673526,Regional utveckling,84,"""m""",57,reservation,2673442
2502763,"",67,"""C"",""V""",23,reservation,2502696
3364601,Sexhjälpmedel,3,"""v""",7,reservation,3364598
2642474,Föräldraledighet m.m.,12,"""kd""",10,reservation,2642462
2637940,"",12,"""SD""",7,reservation,2637928
2614667,"",26,"""S""",19,reservation,2614641
2704237,Förstärkt information om enprocentsregeln,5,"""S"",""V""",5,reservation,2704232
2417693,"",4,"""M""",4,reservation,2417689
2660033,"",2,"""V""",2,reservation,2660031
2335635,"",30,"""SD""",27,reservation,2335605
2556527,"",6,"""S""",10,reservation,2556521
2585825,En förbättrad kapitalstruktur i statliga bolag,2,"""m"",""c"",""fp"",""kd""",2,reservation,2585822
2302134,Invandrade kvinnors förutsättningar att tillvarata sina rättigheter,4,"""v""",5,reservation,2302130
2297991,"",36,"""MP""",18,reservation,2297955
2446503,"",7,"""C""",4,reservation,2446496
2298804,Kommissionens årliga politiska strategi för år 2010,2,"""v""",1,reservation,2298802
2447403,"",19,"""SD""",12,reservation,2447384
2437060,"",34,"""M""",52,reservation,2437026
2586661,"",7,"""SD""",10,reservation,2586654
2686808,"",13,"""SD""",5,reservation,2686795
2364439,"",32,"""KD""",21,reservation,2364407
2435936,Energieffektivisering i byggnader ,68,"""m""",98,reservation,2435868
2684577,"",4,"""M"",""KD""",4,reservation,2684573
2295218,Utvidgad målgrupp för samhällsorientering m.m.,2,"""SD""",1,reservation,2295216
2539673,Teknikprogrammet,20,"""fp""",24,reservation,2539653
1057370,"",15,"""C""",24,reservation,1057355
2449830,Mål för bostadspolitiken,1,"""m""",3,reservation,2449829
2512661,"",18,"""SD""",14,reservation,2512643
2549236,En förutsättningslös översyn av Statens konstråds verksamhet ,1,"""m""",1,reservation,2549235
2395285,"",18,"""SD""",12,reservation,2395267
2306877,Gömda barns skolgång ,23,"""mp""",14,reservation,2306854
2422206,"",9,"""V""",4,reservation,2422197
3360457,"",1,"""C""",1,reservation,3360456
1056778,"",21,"""C""",9,reservation,1056757
2523123,Skuldsanering för näringsidkare,1,"""m""",2,reservation,2523122
2381467,"",13,"""V""",7,reservation,2381454
2676397,"",5,"""M"",""C"",""L"",""KD""",3,reservation,2676392
2623009,"",4,"""SD""",2,reservation,2623005
2302753,"",14,"""SD""",7,reservation,2302739
2314874,"",8,"""SD""",7,reservation,2314866
2615147,"",5,"""C""",6,reservation,2615142
2296673,"",3,"""M""",2,reservation,2296670
2474876,Orsakerna till de svaga resultaten inom svenska för invandrare (sfi),10,"""m"",""c""",10,reservation,2474866
2487369,Högskoleavgifter för studenter från länder utanför EES,22,"""kd""",25,reservation,2487342
2402194,"",34,"""M""",16,reservation,2402160
2703835,"",1,"""M"",""SD"",""L"",""KD""",1,reservation,2703834
2698383,Föräldrars val mellan familjedaghem och förskola,36,"""m"",""c""",24,reservation,2698347
2643948,"",29,"""S""",19,reservation,2643919
2665792,Parkeringsfrågor,8,"""S"",""MP"",""V""",12,reservation,2665784
2659288,"",8,"""M""",9,reservation,2659280
2576505,"",17,"""S"",""MP"",""V""",19,reservation,2576488
1112129,Europeiskt pantsystem,2,"""S"",""V""",2,reservation,1112127
2533518,"",3,"""SD""",4,reservation,2533515
2524333,Integration på bostadsmarknaden,40,"""v""",44,reservation,2524293
1045545,"",3,"""S""",2,reservation,1045542
2310195,"",9,"""SD""",7,reservation,2310186
2372039,Kartläggning av hemlöshet,21,"""V""",19,reservation,2372018
2548979,Prioritering av arbetet mot våldsbrott mot barn,3,"""s""",4,reservation,2548976
2543784,Kina,10,"""fp"",""kd"",""mp""",11,reservation,2543774
2548828,Övriga frågor,6,"""s"",""v"",""mp""",5,reservation,2548822
2651864,Miljöhänsyn och sociala hänsyn,5,"""mp""",4,reservation,2651859
2410196,Slakt,12,"""mp""",11,reservation,2410184
3363218,Kontrollmyndigheter,5,"""c"",""kd""",10,reservation,3363213
2521187,"",16,"""V""",15,reservation,2521171
2379319,Lag om yrkeshögskolan,3,"""mp""",1,reservation,2379316
2291515,"",13,"""M"",""SD""",4,reservation,2291502
2299244,Säkra uppställningsplatser,6,"""M"",""FP"",""C"",""KD""",8,reservation,2299238
2580578,Samverkan mellan rättsväsendet och den ideella sektorn,9,"""MP""",17,reservation,2580569
2521560,"",18,"""V""",14,reservation,2521542
2336049,Införlivande av konventioner om mänskliga rättigheter i svensk rätt,3,"""MP""",9,reservation,2336046
2376967,Trafikverkets telekommunikationsverksamhet (ICT),2,"""S"",""MP"",""V""",7,reservation,2376965
2408128,"",26,"""KD""",23,reservation,2408102
2436361,Vägsalt ,3,"""c""",8,reservation,2436358
2521179,"",8,"""S"",""V""",8,reservation,2521171
2308337,"",1,"""SD""",1,reservation,2308336
2394734,"",3,"""V""",4,reservation,2394731
2290838,"",5,"""C""",4,reservation,2290833
3359134,Genetiskt modifierade organismer,13,"""mp""",15,reservation,3359121
2552157,"",7,"""V""",3,reservation,2552150
2566682,Politikens genomförande,4,"""s"",""v"",""mp""",3,reservation,2566678
2617474,"",7,"""C""",3,reservation,2617467
2546246,Utredning om influensavaccinering,17,"""v""",22,reservation,2546229
2575969,Mobiltelefontäckning,3,"""s"",""v"",""mp""",6,reservation,2575966
2702097,Skattemedel till skolan,10,"""SD"",""V""",8,reservation,2702087
2380701,"",1,"""C""",1,reservation,2380700
3365463,Utsläppsminskningar från sektorerna,20,"""mp""",18,reservation,3365443
2409489,"",1,"""SD""",1,reservation,2409488
2474573,"",18,"""M"",""SD""",8,reservation,2474555
2474616,"",9,"""S"",""V"",""MP""",5,reservation,2474607
2366075,"",19,"""SD""",10,reservation,2366056
2381813,"",2,"""SD""",2,reservation,2381811
2292437,Bostadsbidragens utformning på längre sikt ,45,"""fp""",22,reservation,2292392
2321592,Skatte- och avgiftskontroll m.m.,1,"""s"",""v""",1,reservation,2321591
2345058,"",20,"""SD""",22,reservation,2345038
2462073,"",7,"""V""",2,reservation,2462066
2470975,Ansökningar om EU-bidrag,7,"""m"",""c"",""fp"",""kd""",8,reservation,2470968
2330259,Investeringsstöd för studentbostäder,28,"""m"",""fp""",24,reservation,2330231
2309387,Kompetensutveckling i frågor om miljöbrott ,9,"""kd"",""mp""",10,reservation,2309378
2575533,"",2,"""V""",2,reservation,2575531
2516555,Reklam riktad till barn,7,"""MP""",3,reservation,2516548
3360086,"",9,"""C""",3,reservation,3360077
2532589,"",6,"""C"",""MP""",6,reservation,2532583
2367655,"",3,"""C""",1,reservation,2367652
2444420,"",22,"""V""",10,reservation,2444398
2700997,"",7,"""S""",3,reservation,2700990
2317582,Avdragsrätt för hushållsnära tjänster,45,"""m"",""c"",""fp"",""kd""",24,reservation,2317537
2479914,"",5,"""M"",""C"",""L"",""KD""",6,reservation,2479909
2581813,Individanpassad undervisning,39,"""mp""",35,reservation,2581774
2345632,Fördelningen av medel till ämnesråden inom Vetenskapsrådet,24,"""mp""",20,reservation,2345608
2557692,Skatteflyktslagen,8,"""V""",8,reservation,2557684
2526924,Det fortsatta arbetet,12,"""v"",""mp""",12,reservation,2526912
2594728,Stöd för och skydd till brottsoffer,14,"""S""",11,reservation,2594714
2465609,National Institute of Health,9,"""m""",3,reservation,2465600
2480444,Offentliga ombud,2,"""s"",""v"",""mp""",3,reservation,2480442
2671017,Kompensation och stöd till oskyldigt misstänkta,30,"""c"",""v""",27,reservation,2670987
3379528,"",9,"""V""",4,reservation,3379519
2566120,Tilläggsprotokoll till ESK-konventionen,17,"""v"",""mp""",15,reservation,2566103
2702247,"",7,"""MP""",3,reservation,2702240
2463046,"",1,"""C"",""L""",2,reservation,2463045
2657613,Entreprenadmaskiner,10,"""mp""",12,reservation,2657603
3363453,"",30,"""S""",19,reservation,3363423
3361779,Lagen om könstillhörighet,29,"""mp""",34,reservation,3361750
2676917,"",19,"""C""",9,reservation,2676898
2295545,Jourverksamhet vid allmänna domstolar,3,"""MP"",""V""",4,reservation,2295542
2340342,"",1,"""V""",2,reservation,2340341
2420165,Avgifter för slakterikontroll,11,"""m""",15,reservation,2420154
2523505,"",6,"""V"",""MP""",4,reservation,2523499
2457123,"",4,"""KD""",1,reservation,2457119
2601343,"",41,"""C""",21,reservation,2601302
2628925,"",7,"""V""",6,reservation,2628910
2390118,"",6,"""M""",5,reservation,2390112
3358360,Djurskyddstillsyn,18,"""SD""",17,reservation,3358342
2326029,"",32,"""C""",17,reservation,2325997
2648842,Utrikesförvaltningen och EU,7,"""kd""",9,reservation,2648835
2637454,"",14,"""C""",14,reservation,2637440
2368714,"",25,"""C""",11,reservation,2368689
2686337,"",24,"""MP""",8,reservation,2686313
1047699,"",7,"""S"",""C""",4,reservation,1047692
2686284,Hållbart fiske m.m.,2,"""fp"",""kd""",2,reservation,2686282
2299044,Studiemedel vid sjukdom,16,"""kd""",21,reservation,2299028
2413573,Övergripande frågor om EU:s allmänna inriktning ,5,"""kd""",2,reservation,2413568
2661435,Flyktingmottagande m.m.,6,"""s""",5,reservation,2661429
2366085,"",29,"""L""",12,reservation,2366056
2612636,Kommunalt självstyre ,9,"""kd""",7,reservation,2612627
2428542,Läkemedels miljöpåverkan,13,"""m"",""c"",""fp"",""kd""",16,reservation,2428529
2292322,"",10,"""V""",8,reservation,2292312
3363351,"",6,"""SD""",8,reservation,3363345
2680449,"",4,"""M"",""KD"",""L""",5,reservation,2680445
2627736,Vidgat uppdrag för Vasallen AB ,3,"""m"",""fp"",""kd""",3,reservation,2627733
2498114,"",5,"""SD""",7,reservation,2498109
2436879,"",24,"""M""",21,reservation,2436855
2599911,"",22,"""M"",""SD"",""C""",10,reservation,2599889
3362122,"",5,"""KD""",5,reservation,3362117
1113849,Retroaktiva namnbyten,2,"""s"",""v""",2,reservation,1113847
2703702,"",2,"""MP""",2,reservation,2703700
2311932,"",46,"""SD""",31,reservation,2311886
2359332,Återfall i brott ,6,"""m""",14,reservation,2359326
2343295,"",1,"""S"",""MP""",1,reservation,2343294
2486126,Besöksvisum,30,"""s""",20,reservation,2486096
1045303,"",6,"""C""",4,reservation,1045297
2486927,Valfrihet för funktionshindrade elever,5,"""m"",""c"",""fp"",""kd""",5,reservation,2486922
2433952,"",1,"""M""",1,reservation,2433951
2292648,"",59,"""S"",""V"",""MP""",40,reservation,2292589
2393080,Märkning av produkter innehållande GMO ,4,"""mp""",6,reservation,2393076
2630659,"",9,"""V""",4,reservation,2630650
2343207,Ändring i finansieringslagen,2,"""kd""",4,reservation,2343205
3358415,"Kollektivavtal, socialt företagande m.m.",2,"""SD""",1,reservation,3358413
3365268,"",9,"""MP""",5,reservation,3365259
2407671,Modulering och finansiering av miljö- och landsbygdsprogrammet,24,"""fp""",20,reservation,2407647
3365505,Åtgärder inom jordbrukssektorn,62,"""fp"",""mp""",54,reservation,3365443
3362978,Översyn av narkotikalagstiftningen,3,"""s"",""mp""",3,reservation,3362975
2654956,"",22,"""MP""",9,reservation,2654934
2634522,"",4,"""SD""",2,reservation,2634518
2623566,"",3,"""MP""",2,reservation,2623563
2599735,"Utsläpp av kväve- och svaveloxider, miljödifferentierade hamnavgifter m.m.",3,"""s""",6,reservation,2599732
2580702,"""Tredje gången gillt""-princip för vissa brottstyper",7,"""SD""",8,reservation,2580695
2501269,"",86,"""C""",45,reservation,2501183
2430221,"",2,"""SD""",2,reservation,2430219
2449667,Ledningsrätt,16,"""v"",""mp""",15,reservation,2449651
2654979,Elcertifikatssystemet,8,"""mp""",4,reservation,2654971
2655306,Reklamfri zon,86,"""mp""",105,reservation,2655219
2305142,Återinförande av de statliga specialskolorna,10,"""m"",""c"",""fp"",""kd""",10,reservation,2305132
2415054,Privatisering av arbetsskadeförsäkringen,40,"""kd""",39,reservation,2415014
2305049,"",36,"""C"",""V""",26,reservation,2305013
2610244,"",2,"""V""",1,reservation,2610242
2325890,"",3,"""L""",1,reservation,2325887
2352356,"",36,"""C""",18,reservation,2352320
2540892,"",4,"""C""",2,reservation,2540888
