hjid,activity_name,code,created_date,order_number,process,status,document_activities_document_0
1547992,Hänvisad,HÄN,2020-01-23,0,behandling,inträffat,1547988
2151423,Registrering,REG,2005-01-24,2,hantering,inträffat,2151421
801540,Granskad,Granskad,2019-10-03,0,behandling,inträffat,801538
471483,Trycklov,TRY,2001-09-26,60,beredning,inträffat,471476
1362401,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1362400
1770373,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1770370
644117,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,644114
1196052,Numrering,NUM,2009-10-06,7,hantering,inträffat,1196050
2142304,Granskad,Granskad,2020-10-05,0,behandling,inträffat,2142302
2113961,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,2113958
1573092,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,1573089
1838481,Bordläggning 2,B2,2007-02-26,2,avgorande,inträffat,1838475
365323,Hänvisning,HÄN,2010-02-19,3,hanvisning,inträffat,365319
742211,Hänvisning,HÄN,2007-04-13,2,hanvisning,inträffat,742208
1811619,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,1811615
735426,Hänvisad,HÄN,2015-12-18,0,behandling,inträffat,735423
246455,Motionstid slutar,MOT,2009-11-05,5,hanvisning,inträffat,246450
1820892,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,1820889
701134,Hänvisad,HÄN,2024-04-05,0,behandling,inträffat,701130
1066057,Trycklov,TRY,2013-06-10,60,beredning,inträffat,1066053
582385,Inlämning,INL,2010-10-26,13,hantering,inträffat,582384
2190346,Inlämning,INL,2008-09-17,13,hantering,inträffat,2190345
1043899,Beslut,BES,2002-11-20,4,avgorande,inträffat,1043890
1580655,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1580652
1238029,Behandling,BEH,2002-04-18,3,avgorande,inträffat,1238021
124952,Bordlagd,B,2020-11-03,0,behandling,inträffat,124949
3227688,Bordlagd,B,2024-01-16,0,behandling,inträffat,3227686
189931,Numrering,NUM,2011-10-06,7,hantering,inträffat,189929
109108,Justering,JUS,2012-11-20,40,beredning,inträffat,109106
2005658,Numrering,NUM,2013-10-08,7,hantering,inträffat,2005656
2050165,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,2050162
1365524,Granskad,Granskad,2014-11-11,0,behandling,inträffat,1365522
1788660,Inlämnad,INL,2023-10-03,0,behandling,inträffat,1788658
226190,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,226188
279539,Inlämnad,INL,2021-09-28,0,behandling,inträffat,279538
1779593,Numrering,NUM,2011-10-04,7,hantering,inträffat,1779591
191831,Trycklov,TRY,2009-03-23,60,beredning,planerat,191826
1818190,Inlämning,INL,2013-10-03,13,hantering,inträffat,1818189
1080791,Granskad,Granskad,2026-04-08,0,behandling,inträffat,1080789
324052,Inlämning,INL,2004-11-11,13,hantering,inträffat,324051
1046944,Inlämning,INL,2001-10-05,13,hantering,inträffat,1046941
2032089,Numrering,NUM,2007-10-05,7,hantering,inträffat,2032087
319824,Inlämning,INL,2007-10-01,13,hantering,inträffat,319823
607608,Beslut,BES,2013-05-30,4,avgorande,inträffat,607596
1023583,Behandling,BEH,2022-04-21,0,"",inträffat,1023576
1448463,Beredning,UBE,2023-03-30,0,"",inträffat,1448462
1641635,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,1641632
144522,Inlämnad,INL,2020-10-06,0,behandling,inträffat,144521
775487,Granskad,Granskad,2025-10-03,0,behandling,inträffat,775485
1043459,Granskad,Granskad,2017-10-05,0,behandling,inträffat,1043457
958027,Granskad,Granskad,2019-10-02,0,behandling,inträffat,958025
1989344,Inlämning,INL,2009-09-29,13,hantering,inträffat,1989343
1790063,Granskad,Granskad,2023-10-03,0,behandling,inträffat,1790061
1769074,Behandling,BEH,2022-06-09,0,"",inträffat,1769055
1851016,Numrering,NUM,2006-11-02,7,hantering,inträffat,1851014
827987,Numrering,NUM,2009-10-08,7,hantering,inträffat,827985
94647,Planerat ikraftträdande,LAG,2013-01-01,12,avgorande,planerat,94635
1827264,Inlämning,INL,2010-10-27,13,hantering,inträffat,1827263
1903566,Avgörande,AVG,2009-02-11,5,avgorande,inträffat,1903558
188572,Inlämning,INL,2011-09-29,13,hantering,inträffat,188571
2064491,Inlämning,INL,2013-10-02,13,hantering,inträffat,2064490
1787919,Granskad,Granskad,2023-10-03,0,behandling,inträffat,1787914
2012101,Trycklov,TRY,2026-02-27,0,"",planerat,2012097
528823,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,528820
1799177,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1799175
148215,Trycklov,TRY,2012-12-12,60,beredning,inträffat,148210
1660857,Inlämnad,INL,2016-10-05,0,behandling,inträffat,1660856
1973370,Inlämnad,INL,2016-05-10,0,behandling,inträffat,1973368
685282,Justering,JUS,2019-03-07,0,"",inträffat,685279
2009476,Inlämning,INL,2007-10-01,13,hantering,inträffat,2009475
1429708,Inlämning,INL,2002-04-09,13,hantering,inträffat,1429707
541591,Inlämnad,INL,2015-10-06,0,behandling,inträffat,541590
3328312,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,3328308
2193861,Numrering,NUM,2008-10-06,7,hantering,inträffat,2193859
1433212,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1433209
957221,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,957218
3267504,Inlämning,INL,2012-10-04,13,hantering,inträffat,3267503
2030890,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,2030886
648146,Bordlagd,B,2020-03-17,0,behandling,inträffat,648145
1097685,Under beredning,UBE,2001-01-25,30,beredning,planerat,1097683
1046125,Trycklov,TRY,2016-05-13,0,"",inträffat,1046122
1089695,Bordlagd,B,2026-05-19,0,behandling,inträffat,1089692
709000,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,708998
782088,Numrering,NUM,2011-09-29,7,hantering,inträffat,782086
3372077,Trycklov,TRY,2026-04-29,0,"",planerat,3372073
192931,Justering,JUS,2023-06-01,0,"",inträffat,192927
3350343,Trycklov,TRY,2014-03-26,60,beredning,inträffat,3350339
384733,Bordläggning,B,2006-11-07,1,hanvisning,inträffat,384730
1208410,Avgörande,AVG,2008-03-05,5,avgorande,inträffat,1208403
534296,Trycklov,TRY,2005-10-18,60,beredning,inträffat,534292
167597,Inlämning,INL,2012-03-20,60,hantering,planerat,167593
2019864,Inlämnad,INL,2024-09-18,0,behandling,inträffat,2019863
1448697,Inlämning,INL,2002-10-23,13,hantering,inträffat,1448696
1782260,Inlämnad,INL,2020-09-10,0,behandling,inträffat,1782259
3300153,Behandling,BEH,2021-03-03,0,"",inträffat,3300144
1977811,Numrering,NUM,2001-10-05,7,hantering,inträffat,1977807
847034,Inlämning,INL,2004-10-05,13,hantering,inträffat,847033
1971901,Numrering,NUM,2013-10-08,7,hantering,inträffat,1971899
2050520,Inlämning,INL,2003-10-07,13,hantering,inträffat,2050519
1441131,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1441129
3266854,Trycklov,TRY,2012-05-14,60,beredning,planerat,3266851
1323615,Inlämnad,INL,2019-09-27,0,behandling,inträffat,1323614
1726698,Granskad,Granskad,2021-10-05,0,behandling,inträffat,1726696
1303037,Granskad,Granskad,2019-09-30,0,behandling,inträffat,1303035
651018,Behandling,BEH,2023-03-22,0,"",inträffat,651012
1197913,Inlämnad,INL,2022-11-18,0,behandling,inträffat,1197912
3122106,Granskad,Granskad,2019-10-03,0,behandling,inträffat,3122104
744062,Granskad,Granskad,2019-10-03,0,behandling,inträffat,744060
1839665,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,1839662
403971,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,403968
1126352,Behandling,BEH,2011-04-28,3,avgorande,inträffat,1126343
1090110,Inlämning,INL,2012-01-19,13,hantering,inträffat,1090109
1193665,Bordläggning 1,B1,2013-11-22,1,avgorande,inträffat,1193660
1584995,Under beredning,UBE,2010-05-18,30,beredning,planerat,1584994
682902,Inlämnad,INL,2017-10-03,0,behandling,inträffat,682901
757382,Numrering,NUM,2009-10-07,7,hantering,inträffat,757380
104677,Behandling,BEH,2008-12-10,3,avgorande,inträffat,104669
330473,Bordläggning,B,2006-03-15,2,hanvisning,inträffat,330472
590245,Numrering,NUM,2008-10-09,7,hantering,inträffat,590243
1714191,Bordläggning,B,2006-11-07,1,hanvisning,inträffat,1714188
1064423,Registrering,REG,2013-04-22,70,hantering,inträffat,1064421
1007818,Inlämning,INL,2006-10-31,13,hantering,inträffat,1007817
699061,Trycklov,TRY,2013-10-03,60,beredning,inträffat,699056
115658,Inlämnad,INL,2017-09-29,0,behandling,inträffat,115657
1189674,Numrering,NUM,2009-10-07,7,hantering,inträffat,1189672
1015610,Avgörande,AVG,2014-02-05,5,avgorande,inträffat,1015602
916750,Numrering,NUM,2013-10-07,7,hantering,inträffat,916748
3315132,Bordläggning,B,2000-04-25,1,hanvisning,inträffat,3315130
1085795,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1085792
547014,Granskad,Granskad,2019-09-16,0,behandling,inträffat,547012
1945421,Motionstid slutar,MOT,2010-03-31,4,hanvisning,inträffat,1945415
1268464,Inlämnad,INL,2022-11-17,0,behandling,inträffat,1268463
1702348,Bordlagd,B,2019-04-09,0,behandling,inträffat,1702347
1477394,Granskad,Granskad,2021-10-04,0,behandling,inträffat,1477392
950237,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,950234
668670,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,668667
2123025,Justering,JUS,2001-10-18,40,beredning,inträffat,2123022
1686351,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1686348
3300638,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,3300635
618926,Inlämnad,INL,2019-10-03,0,behandling,inträffat,618925
822576,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,822574
1669478,Granskning,GKD,2001-10-05,3,hantering,inträffat,1669477
132843,Inlämning,INL,2002-10-23,13,hantering,inträffat,132842
650287,Inlämnad,INL,2019-10-02,0,behandling,inträffat,650286
1916088,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,1916086
424360,Inlämning,INL,2006-10-31,13,hantering,inträffat,424359
1887577,Inlämnad,INL,2016-09-27,0,behandling,inträffat,1887576
1568902,Inlämning,INL,2007-09-18,13,hantering,inträffat,1568901
1475335,Inlämnad,INL,2016-10-05,0,behandling,inträffat,1475334
1654694,Inlämning,INL,2005-10-05,13,hantering,inträffat,1654693
1185213,Bordläggning 1,B1,2013-04-16,1,avgorande,inträffat,1185204
210276,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,210272
2007632,Inlämning,INL,2013-10-03,13,hantering,inträffat,2007631
371307,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,371305
586074,Inlämnad,INL,2021-09-27,0,behandling,inträffat,586073
577666,Inlämnad,INL,2021-05-05,0,behandling,inträffat,577665
3289217,Numrering,NUM,2006-11-02,7,hantering,inträffat,3289215
202449,Inlämning,INL,2005-10-05,13,hantering,inträffat,202448
2222526,Numrering,NUM,2011-10-05,7,hantering,inträffat,2222524
872788,Inlämning,INL,2000-10-05,13,hantering,inträffat,872787
962276,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,962274
358851,Inlämning,INL,2000-10-05,13,hantering,inträffat,358850
1672175,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1672173
1021603,Beslut,BES,2024-05-22,0,"",inträffat,1021596
3366101,Inlämnad,INL,2026-01-16,0,behandling,inträffat,3366100
1978383,Granskad,Granskad,2022-04-08,0,behandling,inträffat,1978381
1199607,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,1199604
2242261,Inlämnad,INL,2022-11-23,0,behandling,inträffat,2242260
1521083,Granskad,Granskad,2022-11-22,0,behandling,inträffat,1521081
544234,Numrering,NUM,2011-10-04,7,hantering,inträffat,544231
1018569,Inlämning,INL,2010-10-27,13,hantering,inträffat,1018568
505628,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,505624
2234932,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,2234929
76264,Numrering,NUM,2009-10-07,7,hantering,inträffat,76262
1038212,Inlämnad,INL,2021-09-30,0,behandling,inträffat,1038211
913998,Numrering,NUM,2013-09-30,7,hantering,inträffat,913996
3133441,Justering,JUS,2012-11-08,40,beredning,inträffat,3133438
1752426,Hänvisad,HÄN,2020-05-29,0,behandling,inträffat,1752422
1487119,Numrering,NUM,2012-10-03,7,hantering,inträffat,1487117
2090251,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,2090249
533691,Bordläggning 2,B2,2006-04-04,2,avgorande,inträffat,533684
3292971,Granskad,Granskad,2020-10-02,0,behandling,inträffat,3292969
139211,Inlämnad,INL,2017-09-21,0,behandling,inträffat,139210
1757719,Granskad,Granskad,2020-09-24,0,behandling,inträffat,1757717
873148,Inlämning,INL,2000-10-05,13,hantering,inträffat,873147
1404529,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1404525
419432,Inlämnad,INL,2016-09-30,0,behandling,inträffat,419431
1627519,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,1627511
330344,Inlämning,INL,2007-10-04,13,hantering,inträffat,330343
1210439,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,1210437
1262552,Inlämnad,INL,2021-10-01,0,behandling,inträffat,1262551
933666,Beredning,UBE,2023-05-23,0,"",inträffat,933664
1559740,Granskad,Granskad,2016-10-04,0,behandling,inträffat,1559738
1590970,Hänvisad,HÄN,2014-11-12,0,behandling,inträffat,1590967
1257515,Justering,JUS,2020-04-16,0,"",inträffat,1257513
1550601,Inlämnad,INL,2022-11-22,0,behandling,inträffat,1550600
623124,Inlämning,INL,2012-10-03,13,hantering,inträffat,623123
1862925,Granskad,Granskad,2024-10-04,0,behandling,inträffat,1862923
1557668,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,1557665
956673,Inlämnad,INL,2019-10-02,0,behandling,inträffat,956672
857994,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,857991
390741,Granskad,Granskad,2024-12-17,0,behandling,inträffat,390739
2239817,Inlämning,INL,2001-10-05,13,hantering,inträffat,2239814
1640809,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1640801
758919,Inlämning,INL,2011-10-05,13,hantering,inträffat,758918
398592,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,398589
1120896,Bordläggning,B,2006-11-07,1,hanvisning,inträffat,1120893
1612057,Hänvisad,HÄN,2014-11-12,0,behandling,inträffat,1612054
1490580,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,1490576
2086215,Behandling,BEH,2008-12-18,3,avgorande,inträffat,2086207
1824960,Inlämning,INL,2009-06-16,60,hantering,inträffat,1824958
253138,Trycklov till Gotab och webb,TROWE,2013-06-10,70,beredning,inträffat,253135
362184,Inlämnad,INL,2015-10-06,0,behandling,inträffat,362183
1400572,Granskad,Granskad,2021-10-04,0,behandling,inträffat,1400570
512085,Numrering,NUM,2001-10-05,7,hantering,inträffat,512081
357730,Hänvisad,HÄN,2021-04-20,0,behandling,inträffat,357726
2161547,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,2161545
949645,Registrering,REG,2001-10-05,2,hantering,inträffat,949640
2053406,Granskad,Granskad,2018-11-29,0,behandling,inträffat,2053404
1377740,Granskad,Granskad,2014-11-10,0,behandling,inträffat,1377738
1970922,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,1970919
887109,Numrering,NUM,2008-10-07,7,hantering,inträffat,887107
403927,Inlämning,INL,2004-10-05,13,hantering,inträffat,403926
810441,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,810438
3275605,Hänvisning,HÄN,2000-05-03,2,hanvisning,inträffat,3275602
1814635,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1814632
1583762,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1583759
1540280,Inlämning,INL,2000-10-05,13,hantering,inträffat,1540279
2046527,Granskning,GKD,2000-10-11,3,hantering,inträffat,2046524
3274132,Granskad,Granskad,2022-05-05,0,behandling,inträffat,3274129
1751153,Behandling,BEH,2025-03-12,0,"",inträffat,1751147
821057,Inlämning,INL,2009-09-30,13,hantering,inträffat,821055
2157735,Inlämning,INL,2001-10-05,13,hantering,inträffat,2157732
1455163,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,1455160
1395071,Numrering,NUM,2009-10-07,7,hantering,inträffat,1395069
2051113,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,2051111
1636138,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1636129
525927,Inlämnad,INL,2017-02-21,0,behandling,inträffat,525925
1367927,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,1367924
375740,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,375738
1436245,Justering,JUS,2013-12-18,40,beredning,inträffat,1436235
1432112,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,1432106
1599555,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1599552
2133961,Bordläggning 2,B2,2005-04-25,2,avgorande,inträffat,2133954
375356,Hänvisning,HÄN,2001-05-30,2,hanvisning,inträffat,375352
2252496,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,2252493
490294,Inlämning,INL,2001-10-05,13,hantering,inträffat,490291
2236253,Granskad,Granskad,2023-03-16,0,behandling,inträffat,2236250
1746104,Granskad,Granskad,2016-10-12,0,behandling,inträffat,1746102
1977859,Registrering,REG,2001-10-05,2,hantering,inträffat,1977854
1696785,Trycklov,TRY,2005-04-18,60,beredning,inträffat,1696781
384585,Inlämnad,INL,2017-10-03,0,behandling,inträffat,384584
1953296,Hänvisad,HÄN,2016-06-22,0,behandling,inträffat,1953293
334050,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,334046
1395280,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,1395277
1630098,Inlämning,INL,2006-12-19,60,hantering,inträffat,1630096
1419288,Inlämnad,INL,2021-10-01,0,behandling,inträffat,1419287
435610,Beslut,BES,2009-01-28,4,avgorande,inträffat,435600
1567599,Inlämnad,INL,2022-11-22,0,behandling,inträffat,1567598
1915507,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,1915503
803320,Bordläggning 1,B1,2008-03-11,1,avgorande,inträffat,803313
426729,Inlämning,INL,2000-10-05,13,hantering,inträffat,426728
534590,Registrering,REG,2014-03-18,70,hantering,inträffat,534587
981037,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,981033
1362949,Inlämning,INL,2001-10-05,13,hantering,inträffat,1362946
126610,Behandling,BEH,2001-03-29,3,avgorande,planerat,126600
1096472,Inlämning,INL,2013-10-03,13,hantering,inträffat,1096471
1541139,Inlämnad,INL,2022-11-22,0,behandling,inträffat,1541138
588555,Inlämning,INL,2011-10-03,13,hantering,inträffat,588554
1224719,Hänvisning,HÄN,2008-09-25,3,hanvisning,inträffat,1224715
1783767,Inlämning,INL,2006-10-31,13,hantering,inträffat,1783766
893605,Inlämnad,INL,2023-10-05,0,behandling,inträffat,893604
272550,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,272548
976266,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,976263
977817,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,977815
1046741,Beredning,UBE,2026-03-19,0,"",inträffat,1046740
1259992,Granskad,Granskad,2021-10-04,0,behandling,inträffat,1259990
121288,Inlämning,INL,2002-10-23,13,hantering,inträffat,121287
1800718,Inlämning,INL,2010-10-27,13,hantering,inträffat,1800717
1882947,Granskad,Granskad,2016-09-30,0,behandling,inträffat,1882945
559657,Bordläggning,B,2005-12-08,2,hanvisning,inträffat,559656
165443,Avgörande,AVG,2014-01-29,5,avgorande,inträffat,165435
206574,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,206572
1292902,Inlämnad,INL,2018-11-28,0,behandling,inträffat,1292901
1373486,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,1373483
1566358,Registrering,REG,2001-10-05,2,hantering,inträffat,1566353
92924,Granskad,Granskad,2017-09-26,0,behandling,inträffat,92922
821004,Numrering,NUM,2009-10-01,7,hantering,inträffat,821002
1177377,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,1177374
1671873,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1671870
1793013,Under beredning,UBE,2006-05-23,30,beredning,inträffat,1793012
1593802,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1593799
1254306,Granskad,Granskad,2021-10-01,0,behandling,inträffat,1254301
2048696,Bordläggning,B,2022-04-06,0,"",inträffat,2048692
1180337,Inlämning,INL,2009-10-06,13,hantering,inträffat,1180336
1205896,Beredning,UBE,2022-01-27,0,"",inträffat,1205895
1418429,Inlämning,INL,2005-10-05,13,hantering,inträffat,1418428
1049285,Justering,JUS,2026-06-09,0,"",planerat,1049282
1196307,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1196305
