embedded_id_vote_date,embedded_id_intressent_id,first_name,last_name,gender,born_year,party,number_ballots,avg_born_year,avg_total_votes,avg_yes_votes,avg_no_votes,avg_abstain_votes,avg_absent_votes,percentage_approved,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,politician_yes_votes,politician_no_votes,politician_abstain_votes,politician_absent_votes,politician_percentage_yes,politician_percentage_no,politician_percentage_absent,politician_percentage_abstain,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,percentage_yes,percentage_no,percentage_abstain,percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage,won_percentage,won_total,rebel_percentage,rebel_total
2021-04-21,0194021108712,Mikael,Strandman,MAN,1966,SD,14,1973,349,39.57,10.43,6.00,293.00,100.00,11.34,2.99,83.95,1.72,53.01,4886,554,146,84,4102,868,90,30,20,728,0,0,0,14,0.00,0.00,100.00,0.00,1976,72.58,10.37,3.46,2.30,83.87,11.34,2.99,1.72,83.95,9,64.00,14,100.00,0.00,0,0.00,0
2009-05-13,0835507837915,LiseLotte,Olsson,KVINNA,1954,V,2,1959,349,214.50,78.00,0.00,56.50,100.00,61.46,22.35,16.19,0.00,52.44,698,429,156,0,113,44,0,37,0,7,0,2,0,0,0.00,100.00,0.00,0.00,1958,36.36,0.00,84.09,0.00,15.91,61.46,22.35,0.00,16.19,0,0.00,2,100.00,0.00,0,0.00,0
2004-05-27,0875221317013,Gunilla,Carlsson,KVINNA,1966,S,12,1954,349,212.25,88.83,12.67,35.25,91.67,60.82,25.45,10.10,3.63,55.01,4188,2547,1066,152,423,1728,1608,0,0,120,12,0,0,0,100.00,0.00,0.00,0.00,1954,52.08,93.06,0.00,0.00,6.94,60.82,25.45,3.63,10.10,11,91.00,11,91.00,91.00,11,0.00,0
2016-10-26,0630820052511,Per-Arne,Håkansson,MAN,1963,S,2,1969,349,214.50,86.00,10.50,38.00,100.00,61.46,24.64,10.89,3.01,54.44,698,429,172,21,76,226,206,0,0,20,2,0,0,0,100.00,0.00,0.00,0.00,1968,48.67,91.15,0.00,0.00,8.85,61.46,24.64,3.01,10.89,2,100.00,2,100.00,100.00,2,0.00,0
2010-12-01,0288805051019,Lars,Johansson,MAN,1950,S,14,1963,349,199.64,109.43,5.50,34.43,100.00,57.21,31.35,9.87,1.58,54.73,4886,2795,1532,77,482,1568,281,1101,2,184,3,11,0,0,21.43,78.57,0.00,0.00,1962,52.68,17.92,70.22,0.13,11.73,57.20,31.35,1.58,9.86,3,21.00,14,100.00,21.00,3,0.00,0
2016-12-16,0344222203323,Dennis,Dioukarev,MAN,1993,SD,2,1969,349,182.50,38.00,66.50,62.00,100.00,52.29,10.89,17.77,19.05,54.44,698,365,76,133,124,96,0,76,0,20,0,2,0,0,0.00,100.00,0.00,0.00,1974,79.17,0.00,79.17,0.00,20.83,52.29,10.89,19.05,17.77,0,0.00,2,100.00,0.00,0,0.00,0
2004-01-27,0368245926011,Conny,Öhman,MAN,1950,S,3,1954,349,190.33,80.33,12.67,65.67,100.00,54.54,23.02,18.81,3.63,55.01,1047,571,241,38,197,432,360,0,0,72,3,0,0,0,100.00,0.00,0.00,0.00,1954,52.78,83.33,0.00,0.00,16.67,54.54,23.02,3.63,18.82,3,100.00,3,100.00,100.00,3,0.00,0
2014-03-06,0658668232410,Per,Bill,MAN,1958,M,13,1963,349,191.15,74.38,28.15,55.31,100.00,54.77,21.31,15.85,8.07,57.02,4537,2485,967,366,719,1391,1234,0,0,157,13,0,0,0,100.00,0.00,0.00,0.00,1964,59.81,88.71,0.00,0.00,11.29,54.77,21.31,8.07,15.85,13,100.00,13,100.00,100.00,13,0.00,0
2004-06-01,0883392691612,Anneli,Särnblad Stoors,KVINNA,1968,S,5,1954,349,218.20,56.40,0.40,74.00,100.00,62.52,16.16,21.20,0.12,54.79,1745,1091,282,2,370,720,584,0,0,136,5,0,0,0,100.00,0.00,0.00,0.00,1954,52.08,81.11,0.00,0.00,18.89,62.52,16.16,0.11,21.20,5,100.00,5,100.00,100.00,5,0.00,0
2006-01-26,0332753845811,Yvonne,Ruwaida,KVINNA,1970,MP,11,1954,349,201.73,73.64,13.91,59.73,100.00,57.80,21.10,17.12,3.99,53.58,3839,2219,810,153,657,187,143,0,0,44,0,0,0,11,0.00,0.00,100.00,0.00,1958,52.94,76.47,0.00,0.00,23.53,57.80,21.10,3.99,17.11,11,100.00,11,100.00,0.00,0,0.00,0
2014-04-02,0371688419616,Lars,Ohly,MAN,1957,V,20,1963,349,226.95,60.00,12.70,49.35,100.00,65.03,17.19,14.14,3.64,56.73,6980,4539,1200,254,987,380,135,153,51,41,8,9,3,0,40.00,45.00,0.00,15.00,1961,47.37,35.53,40.26,13.42,10.79,65.03,17.19,3.64,14.14,8,40.00,20,100.00,40.00,8,0.00,0
2006-02-07,0880452278816,Mikaela,Valtersson,KVINNA,1967,MP,9,1954,349,204.44,85.56,1.78,57.22,100.00,58.58,24.52,16.40,0.51,54.12,3141,1840,770,16,515,153,112,1,4,36,5,0,0,4,55.56,0.00,44.44,0.00,1958,52.94,73.20,0.65,2.61,23.53,58.58,24.51,0.51,16.40,9,100.00,9,100.00,55.00,5,0.00,0
2016-11-09,0117203219614,Jörgen,Warborn,MAN,1969,M,4,1969,349,192.50,70.50,13.00,73.00,100.00,55.16,20.21,20.92,3.73,54.44,1396,770,282,52,292,336,144,144,0,48,2,2,0,0,50.00,50.00,0.00,0.00,1968,48.81,42.86,42.86,0.00,14.29,55.16,20.20,3.72,20.92,2,50.00,4,100.00,50.00,2,0.00,0
2009-02-19,0251564185908,Kerstin,Engle,KVINNA,1947,S,6,1959,349,223.00,45.17,2.50,78.33,100.00,63.90,12.94,22.45,0.72,52.72,2094,1338,271,15,470,780,407,196,0,177,4,2,0,0,66.67,33.33,0.00,0.00,1958,52.31,52.18,25.13,0.00,22.69,63.90,12.94,0.72,22.45,4,66.00,6,100.00,66.00,4,0.00,0
2011-04-06,0155487380917,Kerstin,Lundgren,KVINNA,1955,C,11,1963,349,200.00,111.18,0.00,37.82,100.00,57.31,31.86,10.83,0.00,54.44,3839,2200,1223,0,416,253,219,0,0,34,0,0,0,11,0.00,0.00,100.00,0.00,1964,60.87,86.56,0.00,0.00,13.44,57.31,31.86,0.00,10.84,11,100.00,11,100.00,0.00,0,0.00,0
