election_cycle_id,cycle_year,calendar_year,semester,is_election_year,party,total_ballots,participation_rate,win_rate,yes_rate,no_rate,approval_rate,total_votes,yes_votes,ballots_won,decisions_approved,active_members,documents_last_year,avg_rebel_rate,current_performance_score,rank_by_win_rate,rank_by_participation,rank_by_size,rank_by_approval,rank_by_productivity,rank_by_discipline,percentile_win_rate,percentile_participation,percentile_approval,percentile_productivity,quartile_by_win_rate,quartile_by_overall_performance,prev_semester_win_rate,prev_semester_participation,prev_semester_members,prev_semester_approval,prev_semester_documents,prev_semester_rebel_rate,next_semester_win_rate,next_semester_participation,next_semester_members,stddev_win_rate_sector,stddev_participation_sector,stddev_win_rate_party,stddev_participation_party,ma_3semester_win_rate,ma_3semester_participation,win_rate_change_absolute,win_rate_change_pct,participation_change_absolute,membership_change,approval_rate_change,documents_change,discipline_change,trajectory_win_rate,trajectory_participation,composite_performance_index,discipline_effectiveness_score,legislative_effectiveness_score,volatility_classification,stability_classification,forecast_trend,trend_deviation_from_ma,trend_position,momentum_z_score_win_rate,momentum_z_score_participation,performance_tier,productivity_tier,early_warning_flag,trajectory_confidence_score,is_pre_election_spring,is_election_autumn,is_election_cycle_end
2018-2021,3,2020,autumn,f,MP,428,34.01,92.29,31.10,2.89,98.13,6848,2130,395,420,0,216,0.04,63.75,5,19,1,19,21,17,0.11428571428571428,0.5142857142857142,0.5142857142857142,0.5714285714285714,1,4,95.92,83.53,0,99.79,216,0.04,90.31,25.52,0,20.4036536061166031,29.6156695925766073,24.4949976084914121,15.0953582481503234,94.3400000000000000,68.0700000000000000,-3.63,-3.78,-49.52,0,-1.66,0,0.00,STABLE,DECLINING,,66.99,71.32,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,2.05,ON_TREND,-0.15,-3.28,WEAK_PERFORMER,MODERATELY_PRODUCTIVE,CRITICAL_PARTICIPATION_DROP,85.00,f,f,f
2018-2021,3,2020,autumn,f,C,428,32.26,72.66,22.32,6.78,98.13,13268,2961,311,420,0,391,0.06,67.45,13,21,1,19,13,21,0.34285714285714286,0.5714285714285714,0.5142857142857142,0.34285714285714286,2,3,75.32,90.60,0,99.79,391,0.06,73.07,23.86,0,20.4036536061166031,29.6156695925766073,19.9550855673434786,15.2555920239104454,70.2866666666666667,69.0433333333333333,-2.66,-3.53,-58.34,0,-1.66,0,0.00,STABLE,DECLINING,,66.10,67.81,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-2.37,ON_TREND,-0.13,-3.82,MODERATE_PERFORMER,LOW_PRODUCTIVITY,CRITICAL_PARTICIPATION_DROP,50.00,f,f,f
2018-2021,2,2019,autumn,f,MP,466,83.53,95.92,80.11,3.25,99.79,7456,5973,447,465,0,216,0.04,63.75,1,14,1,1,21,17,0,0.37142857142857144,0,0.5714285714285714,1,4,94.81,86.67,0,98.65,216,0.04,92.29,34.01,0,20.4036536061166031,29.6156695925766073,24.4949976084914121,15.0953582481503234,94.8466666666666667,85.4700000000000000,1.11,1.17,-3.14,0,1.14,0,0.00,STABLE,STABLE,,91.75,91.92,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-1.07,ON_TREND,0.05,-0.21,WEAK_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,50.00,f,f,f
2022-2025,4,2025,autumn,t,MP,452,82.04,35.84,28.52,29.01,99.78,8136,2320,162,451,0,216,0.04,63.75,36,23,1,11,21,17,1,0.6285714285714286,0.2857142857142857,0.5714285714285714,4,4,38.06,81.06,0,100.00,216,0.04,52.50,78.06,0,21.3830304747468060,3.5790842593884918,24.4949976084914121,15.0953582481503234,40.4866666666666667,81.3433333333333333,-2.22,-5.83,0.98,0,-0.22,0,0.00,STABLE,STABLE,,91.00,71.28,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,4.65,UNDERPERFORMING_VS_TREND,-0.09,0.06,ELITE_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,50.00,f,t,t
2006-2009,4,2009,autumn,t,MP,353,76.86,24.93,18.06,48.73,100.00,6707,1211,88,353,0,216,0.04,63.75,26,24,1,1,17,13,0.8928571428571429,0.8214285714285714,0,0.5714285714285714,4,4,29.31,77.92,0,100.00,216,0.04,24.45,85.44,0,32.8882136183457873,4.8684195014738160,24.4949976084914121,15.0953582481503234,30.0500000000000000,78.8766666666666667,-4.38,-14.94,-1.06,0,0.00,0,0.00,STABLE,STABLE,,88.41,67.22,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,5.12,UNDERPERFORMING_VS_TREND,-0.18,-0.07,ELITE_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,85.00,f,t,t
2014-2017,4,2017,autumn,t,M,501,87.17,58.88,49.19,29.36,99.60,41878,20600,295,499,0,1300,0.00,77.96,25,13,1,19,1,1,0.7058823529411765,0.35294117647058826,0.5294117647058824,0,3,1,63.70,88.99,0,99.77,1300,0.00,60.19,87.09,0,24.6219679480063709,20.8663822979471368,21.3940577693900789,16.4129798586362739,64.3366666666666667,88.0566666666666667,-4.82,-7.57,-1.82,0,-0.17,0,0.00,STABLE,STABLE,,93.59,79.44,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,5.46,UNDERPERFORMING_VS_TREND,-0.23,-0.11,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2018-2021,1,2018,autumn,f,V,520,87.51,69.04,59.93,14.88,98.65,11263,6750,359,513,0,125,0.07,65.09,15,8,1,11,29,29,0.4,0.2,0.2857142857142857,0.8,2,3,70.26,86.95,0,99.60,125,0.07,70.60,91.95,0,20.4036536061166031,29.6156695925766073,23.7310570384043365,16.2681723325025052,69.7966666666666667,86.9500000000000000,-1.22,-1.74,0.56,0,-0.95,0,0.00,STABLE,STABLE,,93.72,83.16,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.76,ON_TREND,-0.05,0.03,MODERATE_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,50.00,f,f,f
2006-2009,3,2008,autumn,f,S,389,82.25,34.19,25.90,54.21,100.00,50570,13099,133,389,0,850,0.06,67.09,23,7,1,1,5,17,0.7857142857142857,0.21428571428571427,0,0.14285714285714285,4,3,44.58,81.26,0,100.00,850,0.06,28.61,82.45,0,32.8882136183457873,4.8684195014738160,25.3026336969098930,16.1100969581191534,54.7300000000000000,81.9100000000000000,-10.39,-23.31,0.99,0,0.00,0,0.00,DESCENDING,STABLE,,91.10,70.36,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,20.54,UNDERPERFORMING_VS_TREND,-0.41,0.06,ELITE_PERFORMER,VERY_LOW_PRODUCTIVITY,CRITICAL_DECLINE,85.00,f,f,f
2002-2005,1,2002,autumn,f,M,90,87.56,54.44,38.65,34.91,97.78,4950,1913,49,88,0,1300,0.00,77.96,17,6,1,9,1,1,0.5517241379310345,0.1724137931034483,0.27586206896551724,0,3,1,,,,,,,53.86,84.79,0,17.0045187621800498,4.4060849843016974,21.3940577693900789,16.4129798586362739,54.4400000000000000,87.5600000000000000,,,,,,,,BASELINE,BASELINE,,93.78,74.13,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.00,ON_TREND,,,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,,f,f,f
2010-2013,2,2011,autumn,f,S,442,86.16,42.53,34.61,44.63,99.32,49504,17135,188,439,0,850,0.06,67.09,27,19,1,10,5,21,0.7647058823529411,0.5294117647058824,0.2647058823529412,0.11764705882352941,3,3,29.47,84.03,0,99.69,850,0.06,55.05,87.22,0,32.7680893877328310,17.7017957027540236,25.3026336969098930,16.1100969581191534,33.5366666666666667,84.2133333333333333,13.06,44.32,2.13,0,-0.37,0,0.00,ASCENDING,STABLE,,93.05,73.44,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,-8.99,OVERPERFORMING_VS_TREND,0.52,0.13,ELITE_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2002-2005,3,2004,autumn,f,S,535,85.86,97.57,85.34,0.47,98.13,77040,65747,522,525,0,850,0.06,67.09,2,7,1,1,5,17,0.034482758620689655,0.20689655172413793,0,0.13793103448275862,1,3,97.03,88.15,0,97.62,850,0.06,96.36,84.05,0,17.0045187621800498,4.4060849843016974,25.3026336969098930,16.1100969581191534,97.4600000000000000,88.4833333333333333,0.54,0.56,-2.29,0,0.51,0,0.00,STABLE,STABLE,,92.90,93.01,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-0.11,ON_TREND,0.02,-0.14,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2014-2017,3,2016,autumn,f,S,438,89.01,97.49,86.35,2.04,99.77,49494,42736,427,437,0,850,0.06,67.09,5,5,1,2,5,21,0.11764705882352941,0.11764705882352941,0.029411764705882353,0.11764705882352941,1,3,95.70,87.86,0,99.73,850,0.06,93.81,87.87,0,24.6219679480063709,20.8663822979471368,25.3026336969098930,16.1100969581191534,82.0833333333333333,87.7000000000000000,1.79,1.87,1.15,0,0.04,0,0.00,STABLE,STABLE,,94.48,94.40,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-15.41,OVERPERFORMING_VS_TREND,0.07,0.07,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2006-2009,2,2007,autumn,f,V,323,82.10,13.62,9.32,58.89,100.00,7106,662,44,323,0,125,0.07,65.09,27,10,1,1,25,25,0.9285714285714286,0.32142857142857145,0,0.8571428571428571,4,3,60.82,77.31,0,95.67,125,0.07,9.00,84.03,0,32.8882136183457873,4.8684195014738160,23.7310570384043365,16.2681723325025052,50.1166666666666667,79.9000000000000000,-47.20,-77.61,4.79,0,4.33,0,0.00,DESCENDING,STABLE,,91.02,63.73,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,36.50,UNDERPERFORMING_VS_TREND,-1.99,0.29,ELITE_PERFORMER,HIGHLY_PRODUCTIVE,CRITICAL_DECLINE,85.00,f,f,f
2010-2013,4,2013,autumn,t,SD,489,93.93,58.49,53.57,28.14,99.18,9780,5239,286,485,0,687,0.02,72.27,20,4,1,18,9,13,0.5588235294117647,0.08823529411764706,0.5,0.23529411764705882,3,2,52.47,97.38,0,99.14,687,0.02,53.57,90.24,0,32.7680893877328310,17.7017957027540236,14.0354404114460404,20.2970597867316529,59.8366666666666667,96.1333333333333333,6.02,11.47,-3.45,0,0.04,0,0.00,RECOVERING,STABLE,,96.96,80.94,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,1.35,ON_TREND,0.43,-0.17,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2006-2009,3,2008,autumn,f,M,389,85.88,100.00,85.86,0.00,100.00,37733,32397,389,389,0,1300,0.00,77.96,1,2,1,1,1,1,0,0.03571428571428571,0,0,1,1,100.00,86.49,0,100.00,1300,0.00,100.00,85.45,0,32.8882136183457873,4.8684195014738160,21.3940577693900789,16.4129798586362739,86.8633333333333333,84.8400000000000000,0.00,0.00,-0.61,0,0.00,0,0.00,STABLE,STABLE,,92.94,94.34,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-13.14,OVERPERFORMING_VS_TREND,0.00,-0.04,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,80.00,f,f,f
2002-2005,4,2005,autumn,t,MP,440,79.43,74.55,54.16,19.84,96.36,7480,4051,328,424,0,216,0.04,63.75,10,28,1,23,17,13,0.3103448275862069,0.9310344827586207,0.7586206896551724,0.5517241379310345,2,4,68.04,81.58,0,98.13,216,0.04,64.46,75.42,0,17.0045187621800498,4.4060849843016974,24.4949976084914121,15.0953582481503234,71.0300000000000000,81.0633333333333333,6.51,9.57,-2.15,0,-1.77,0,0.00,RECOVERING,STABLE,,89.70,79.48,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,-3.52,OVERPERFORMING_VS_TREND,0.27,-0.14,MODERATE_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,50.00,f,t,t
2002-2005,3,2004,autumn,f,M,535,81.04,53.46,38.84,33.29,98.13,29425,11429,286,525,0,1300,0.00,77.96,20,20,1,1,1,1,0.6551724137931034,0.6551724137931034,0,0,3,1,53.86,84.79,0,97.62,1300,0.00,46.36,80.78,0,17.0045187621800498,4.4060849843016974,21.3940577693900789,16.4129798586362739,53.9200000000000000,84.4633333333333333,-0.40,-0.74,-3.75,0,0.51,0,0.00,STABLE,STABLE,,90.52,74.41,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,0.46,ON_TREND,-0.02,-0.23,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2014-2017,1,2014,autumn,f,S,392,86.23,53.06,43.97,34.56,99.49,43929,19315,208,390,0,850,0.06,67.09,29,19,1,28,5,21,0.8235294117647058,0.5294117647058824,0.7941176470588235,0.11764705882352941,4,3,52.56,86.81,0,99.18,850,0.06,95.70,87.86,0,24.6219679480063709,20.8663822979471368,25.3026336969098930,16.1100969581191534,53.5566666666666667,86.7533333333333333,0.50,0.95,-0.58,0,0.31,0,0.00,STABLE,STABLE,,93.09,77.28,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,0.50,ON_TREND,0.02,-0.04,ELITE_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2002-2005,2,2003,autumn,f,L,505,83.53,50.30,36.72,36.91,97.62,24240,8900,254,493,0,199,0.00,75.82,23,13,1,16,21,1,0.7586206896551724,0.41379310344827586,0.5172413793103449,0.6896551724137931,3,2,61.11,89.61,0,97.78,199,0.00,49.35,83.21,0,17.0045187621800498,4.4060849843016974,19.3836367114120254,15.1700443031653668,55.7050000000000000,86.5700000000000000,-10.81,-17.69,-6.08,0,-0.16,0,0.00,DESCENDING,DECLINING,,91.77,73.26,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,5.41,UNDERPERFORMING_VS_TREND,-0.56,-0.40,ELITE_PERFORMER,MODERATELY_PRODUCTIVE,CRITICAL_DECLINE,85.00,f,f,f
2022-2025,3,2024,autumn,f,V,423,82.32,47.52,37.91,29.67,100.00,10152,3849,201,423,0,125,0.07,65.09,30,21,1,1,29,29,0.8285714285714286,0.5714285714285714,0,0.8,4,3,51.16,85.21,0,99.74,125,0.07,44.69,82.42,0,21.3830304747468060,3.5790842593884918,23.7310570384043365,16.2681723325025052,54.8233333333333333,82.3433333333333333,-3.64,-7.11,-2.89,0,0.26,0,0.00,STABLE,STABLE,,91.13,75.16,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,7.30,UNDERPERFORMING_VS_TREND,-0.15,-0.18,ELITE_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,85.00,f,f,f
2002-2005,2,2003,autumn,f,S,505,88.15,97.03,87.55,0.54,97.62,72720,63669,490,493,0,850,0.06,67.09,3,5,1,16,5,17,0.06896551724137931,0.13793103448275862,0.5172413793103449,0.13793103448275862,1,3,97.78,91.44,0,97.78,850,0.06,97.57,85.86,0,17.0045187621800498,4.4060849843016974,25.3026336969098930,16.1100969581191534,97.4050000000000000,89.7950000000000000,-0.75,-0.77,-3.29,0,-0.16,0,0.00,STABLE,STABLE,,94.05,93.59,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.38,ON_TREND,-0.03,-0.20,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2002-2005,2,2003,autumn,f,M,505,84.79,53.86,40.26,34.66,97.62,27775,11183,272,493,0,1300,0.00,77.96,19,8,1,16,1,1,0.6206896551724138,0.2413793103448276,0.5172413793103449,0,3,1,54.44,87.56,0,97.78,1300,0.00,53.46,81.04,0,17.0045187621800498,4.4060849843016974,21.3940577693900789,16.4129798586362739,54.1500000000000000,86.1750000000000000,-0.58,-1.07,-2.77,0,-0.16,0,0.00,STABLE,STABLE,,92.40,74.68,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.29,ON_TREND,-0.03,-0.17,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2006-2009,1,2006,autumn,f,C,439,75.25,55.13,39.00,31.37,95.67,10099,3939,242,420,0,391,0.06,67.45,18,27,1,22,9,17,0.6071428571428571,0.9285714285714286,0.75,0.2857142857142857,3,2,44.77,79.91,0,96.36,391,0.06,100.00,80.19,0,32.8882136183457873,4.8684195014738160,19.9550855673434786,15.2555920239104454,51.0566666666666667,77.8500000000000000,10.36,23.14,-4.66,0,-0.69,0,0.00,ASCENDING,STABLE,,87.60,73.00,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,-4.07,OVERPERFORMING_VS_TREND,0.52,-0.31,STRONG_PERFORMER,LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2010-2013,4,2013,autumn,t,C,489,84.18,98.57,83.27,0.69,99.18,11247,9365,482,485,0,391,0.06,67.45,6,26,1,18,13,21,0.14705882352941177,0.7352941176470589,0.5,0.35294117647058826,1,2,98.28,82.07,0,99.14,391,0.06,98.21,83.39,0,32.7680893877328310,17.7017957027540236,19.9550855673434786,15.2555920239104454,98.3466666666666667,82.1366666666666667,0.29,0.30,2.11,0,0.04,0,0.00,STABLE,STABLE,,92.06,92.82,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-0.22,ON_TREND,0.01,0.14,WEAK_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2022-2025,4,2025,autumn,t,C,452,84.06,52.21,42.87,20.69,99.78,10848,4650,236,451,0,391,0.06,67.45,25,17,1,11,13,21,0.6857142857142857,0.45714285714285713,0.2857142857142857,0.34285714285714286,3,3,57.21,84.44,0,100.00,391,0.06,47.50,82.50,0,21.3830304747468060,3.5790842593884918,19.9550855673434786,15.2555920239104454,51.6400000000000000,84.7300000000000000,-5.00,-8.74,-0.38,0,-0.22,0,0.00,STABLE,STABLE,,92.00,77.02,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-0.57,ON_TREND,-0.25,-0.02,STRONG_PERFORMER,LOW_PRODUCTIVITY,NORMAL,85.00,f,t,t
2006-2009,2,2007,autumn,f,C,323,80.19,100.00,80.08,0.01,100.00,9367,7501,323,323,0,391,0.06,67.45,1,15,1,1,9,17,0,0.5,0,0.2857142857142857,2,2,55.13,75.25,0,95.67,391,0.06,100.00,81.23,0,32.8882136183457873,4.8684195014738160,19.9550855673434786,15.2555920239104454,66.6333333333333333,78.4500000000000000,44.87,81.39,4.94,0,4.33,0,0.00,RECOVERING,STABLE,,90.07,92.03,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-33.37,OVERPERFORMING_VS_TREND,2.25,0.32,WEAK_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2022-2025,1,2022,autumn,f,S,684,85.62,89.47,71.31,13.94,92.98,68617,48929,612,636,0,850,0.06,67.09,10,13,1,28,5,21,0.2571428571428571,0.34285714285714286,0.7714285714285715,0.11428571428571428,2,3,90.48,23.54,0,95.33,850,0.06,60.41,86.74,0,21.3830304747468060,3.5790842593884918,25.3026336969098930,16.1100969581191534,90.7466666666666667,46.9100000000000000,-1.01,-1.12,62.08,0,-2.35,0,0.00,STABLE,IMPROVING,,92.78,84.31,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,1.28,ON_TREND,-0.04,3.85,MODERATE_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2022-2025,4,2025,autumn,t,S,452,86.68,52.43,42.90,29.99,99.78,47912,20555,237,451,0,850,0.06,67.09,24,5,1,11,5,21,0.6571428571428571,0.11428571428571428,0.2857142857142857,0.11428571428571428,3,3,50.59,86.50,0,100.00,850,0.06,45.00,86.25,0,21.3830304747468060,3.5790842593884918,25.3026336969098930,16.1100969581191534,54.4766666666666667,86.6400000000000000,1.84,3.64,0.18,0,-0.22,0,0.00,STABLE,STABLE,,93.31,77.03,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,2.05,ON_TREND,0.07,0.01,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2018-2021,1,2018,autumn,f,SD,520,82.44,52.69,41.44,30.26,98.65,23386,9692,274,513,0,687,0.02,72.27,27,16,1,11,9,13,0.7428571428571429,0.42857142857142855,0.2857142857142857,0.22857142857142856,3,2,54.29,84.52,0,99.60,687,0.02,44.42,94.46,0,20.4036536061166031,29.6156695925766073,14.0354404114460404,20.2970597867316529,53.5433333333333333,84.5400000000000000,-1.60,-2.95,-2.08,0,-0.95,0,0.00,STABLE,STABLE,,91.21,75.77,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,0.85,ON_TREND,-0.11,-0.10,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2022-2025,3,2024,autumn,f,MP,423,81.06,38.06,29.38,29.43,100.00,7614,2237,161,423,0,216,0.04,63.75,35,27,1,1,21,17,0.9714285714285714,0.7428571428571429,0,0.5714285714285714,4,4,47.56,80.93,0,99.74,216,0.04,35.84,82.04,0,21.3830304747468060,3.5790842593884918,24.4949976084914121,15.0953582481503234,53.2966666666666667,79.2966666666666667,-9.50,-19.97,0.13,0,0.26,0,0.00,DESCENDING,STABLE,,90.51,71.75,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,15.24,UNDERPERFORMING_VS_TREND,-0.39,0.01,ELITE_PERFORMER,MODERATELY_PRODUCTIVE,MODERATE_DECLINE,85.00,f,f,f
2022-2025,1,2022,autumn,f,C,684,86.30,68.27,51.78,22.32,92.98,20987,10868,467,636,0,391,0.06,67.45,16,11,1,28,13,21,0.42857142857142855,0.2857142857142857,0.7714285714285715,0.34285714285714286,2,2,73.07,23.86,0,95.33,391,0.06,45.50,85.69,0,21.3830304747468060,3.5790842593884918,19.9550855673434786,15.2555920239104454,71.3333333333333333,47.4733333333333333,-4.80,-6.57,62.44,0,-2.35,0,0.00,STABLE,IMPROVING,,93.12,76.50,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,3.06,UNDERPERFORMING_VS_TREND,-0.24,4.09,MODERATE_PERFORMER,LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2018-2021,4,2021,autumn,t,KD,557,21.67,51.35,13.47,5.33,95.33,12254,1651,286,531,0,388,0.01,76.81,28,36,1,28,17,9,0.7714285714285715,1,0.7714285714285715,0.45714285714285713,4,1,52.80,29.26,0,98.13,388,0.01,56.43,81.33,0,20.4036536061166031,29.6156695925766073,22.3751826307630392,16.3479230534034506,55.4600000000000000,47.3400000000000000,-1.45,-2.75,-7.59,0,-2.80,0,0.00,STABLE,DECLINING,,60.83,62.59,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,4.11,UNDERPERFORMING_VS_TREND,-0.06,-0.46,ELITE_PERFORMER,LOW_PRODUCTIVITY,MODERATE_PARTICIPATION_DROP,50.00,f,t,t
2018-2021,1,2018,autumn,f,M,520,87.09,60.19,50.71,27.66,98.65,42523,21564,313,513,0,1300,0.00,77.96,23,10,1,11,1,1,0.6285714285714286,0.2571428571428571,0.2857142857142857,0,3,1,58.88,87.17,0,99.60,1300,0.00,56.65,88.60,0,20.4036536061166031,29.6156695925766073,21.3940577693900789,16.4129798586362739,60.9233333333333333,87.7500000000000000,1.31,2.22,-0.08,0,-0.95,0,0.00,STABLE,STABLE,,93.55,79.47,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.73,ON_TREND,0.06,0.00,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2018-2021,2,2019,autumn,f,S,466,89.30,95.92,85.67,3.43,99.79,46600,39922,447,465,0,850,0.06,67.09,1,5,1,1,5,21,0,0.11428571428571428,0,0.11428571428571428,1,3,95.00,87.58,0,98.65,850,0.06,92.29,31.57,0,20.4036536061166031,29.6156695925766073,25.3026336969098930,16.1100969581191534,94.9100000000000000,88.2500000000000000,0.92,0.97,1.72,0,1.14,0,0.00,STABLE,STABLE,,94.62,94.14,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-1.01,ON_TREND,0.04,0.11,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2018-2021,1,2018,autumn,f,-,471,53.03,50.96,25.59,18.70,98.94,3251,832,240,466,0,105,14.38,64.26,29,17,1,10,33,33,0.8,0.45714285714285713,0.2571428571428571,0.9142857142857143,4,4,44.71,49.58,0,99.60,105,14.38,8.68,24.14,0,20.4036536061166031,29.6156695925766073,24.5892587774056789,30.7451841104855692,31.8900000000000000,34.2033333333333333,6.25,13.98,3.45,0,-0.66,0,0.00,RECOVERING,STABLE,,69.33,69.60,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,-19.07,OVERPERFORMING_VS_TREND,0.25,0.11,ELITE_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,50.00,f,f,f
2022-2025,2,2023,autumn,f,M,389,86.71,99.49,86.48,0.22,99.74,26452,22876,387,388,0,1300,0.00,77.96,3,3,1,20,1,1,0.05714285714285714,0.05714285714285714,0.5428571428571428,0,1,1,59.65,84.04,0,92.98,1300,0.00,99.53,86.51,0,21.3830304747468060,3.5790842593884918,21.3940577693900789,16.4129798586362739,71.6000000000000000,64.6400000000000000,39.84,66.79,2.67,0,6.76,0,0.00,ASCENDING,STABLE,,93.36,94.44,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-27.89,OVERPERFORMING_VS_TREND,1.86,0.16,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2014-2017,4,2017,autumn,t,S,501,87.87,93.81,82.68,5.15,99.60,56613,46810,470,499,0,850,0.06,67.09,9,10,1,19,5,21,0.23529411764705882,0.2647058823529412,0.5294117647058824,0.11764705882352941,1,3,97.49,89.01,0,99.77,850,0.06,95.00,87.58,0,24.6219679480063709,20.8663822979471368,25.3026336969098930,16.1100969581191534,95.6666666666666667,88.2466666666666667,-3.68,-3.77,-1.14,0,-0.17,0,0.00,STABLE,STABLE,,93.91,92.83,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,1.86,ON_TREND,-0.15,-0.07,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2014-2017,2,2015,autumn,f,L,372,82.20,68.28,54.15,19.20,99.73,7068,3827,254,371,0,199,0.00,75.82,14,31,1,11,25,1,0.38235294117647056,0.8823529411764706,0.29411764705882354,0.7058823529411765,2,1,98.21,80.17,0,99.49,199,0.00,66.67,83.78,0,24.6219679480063709,20.8663822979471368,19.3836367114120254,15.1700443031653668,88.3533333333333333,81.1666666666666667,-29.93,-30.48,2.03,0,0.24,0,0.00,DESCENDING,STABLE,,91.10,81.50,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,20.07,UNDERPERFORMING_VS_TREND,-1.54,0.13,MODERATE_PERFORMER,MODERATELY_PRODUCTIVE,CRITICAL_DECLINE,85.00,f,f,f
