person_reference_id,total_documents,party_motions,individual_motions,follow_up_motions,committee_motions,multi_party_motions,party_motions_pct,individual_motions_pct,committee_motions_pct,first_document_date,last_document_date,years_active,docs_per_year,documents_last_year,propositions,government_communications,document_types,activity_profile,activity_level,collaboration_percentage
0653132951201,137,25,21,0,71,9,18.2,15.3,51.8,2000-04-06,2002-06-13,2,68.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,6.6
0624994476012,5,0,5,0,0,0,0.0,100.0,0.0,2020-10-01,2020-10-02,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0970709885516,94,0,77,0,17,0,0.0,81.9,18.1,2020-10-01,2026-05-13,5,18.8,32,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0134101155612,48,0,47,0,1,0,0.0,97.9,2.1,2014-10-30,2021-10-05,6,8.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0773497241728,407,4,267,0,136,0,1.0,65.6,33.4,2014-11-06,2025-10-06,10,40.7,66,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0130640724922,153,2,32,0,119,0,1.3,20.9,77.8,2018-10-01,2025-09-25,6,25.5,1,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0766285636614,44,0,41,0,1,0,0.0,93.2,2.3,2000-02-09,2006-04-06,6,7.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0825004049003,1,1,0,0,0,0,100.0,0.0,0.0,2007-03-06,2007-03-06,0,,0,0,0,{mot:Partimotion},Party-focused,Low,0.0
0465804601318,122,1,29,0,92,0,0.8,23.8,75.4,2018-10-01,2022-06-15,3,40.7,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0133767709317,356,0,329,0,23,4,0.0,92.4,6.5,2006-10-31,2017-10-04,10,35.6,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.1
0808145784313,424,1,381,0,33,8,0.2,89.9,7.8,2000-10-04,2010-04-01,9,47.1,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.9
0504851635310,90,27,12,0,51,0,30.0,13.3,56.7,2022-10-03,2026-04-28,3,30.0,5,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Medium,0.0
0122987223112,403,50,1,0,352,0,12.4,0.2,87.3,2014-10-29,2026-06-12,11,36.6,94,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
0750518623913,414,37,331,0,43,2,8.9,80.0,10.4,2010-10-21,2020-10-06,9,46.0,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.5
058426570914,494,3,220,0,149,106,0.6,44.5,30.2,2000-01-21,2010-04-14,10,49.4,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,21.5
0777657837318,79,1,74,0,0,3,1.3,93.7,0.0,2010-10-14,2014-01-27,3,26.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Partimotion}",Individual-focused,Medium,3.8
087735695612,335,26,261,0,34,9,7.8,77.9,10.1,2000-06-29,2014-04-29,13,25.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,2.7
0205360448417,273,0,236,0,32,5,0.0,86.4,11.7,2002-10-23,2017-10-04,14,19.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.8
0398471271026,11,0,0,0,11,0,0.0,0.0,100.0,2023-02-14,2023-05-09,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0262124593702,577,3,510,0,59,4,0.5,88.4,10.2,2002-10-23,2014-08-13,11,52.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.7
0708565346310,341,0,325,0,8,7,0.0,95.3,2.3,2000-10-05,2010-04-07,9,37.9,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,2.1
0316505710324,384,35,89,0,260,0,9.1,23.2,67.7,2016-09-30,2026-06-16,9,42.7,103,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0199809132302,53,0,28,0,17,1,0.0,52.8,32.1,2000-04-06,2002-06-13,2,26.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Medium,1.9
0665485817222,392,51,210,0,130,1,13.0,53.6,33.2,2014-11-04,2026-05-15,11,35.6,10,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.3
0525611880106,141,2,72,0,53,6,1.4,51.1,37.6,2000-01-21,2009-10-06,9,15.7,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,4.3
0125165702713,867,48,662,0,109,22,5.5,76.4,12.6,2000-02-09,2013-12-06,13,66.7,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,2.5
0996403729104,93,26,64,0,1,1,28.0,68.8,1.1,2000-04-28,2010-04-14,9,10.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,1.1
0222234581210,238,2,118,0,98,19,0.8,49.6,41.2,2002-10-23,2012-08-24,9,26.4,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,8.0
0489096664719,289,112,20,0,153,3,38.8,6.9,52.9,2000-10-05,2006-04-18,5,57.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,1.0
0479638936816,52,0,52,0,0,0,0.0,100.0,0.0,2002-10-23,2005-10-18,2,26.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0395042560705,226,60,18,0,95,43,26.5,8.0,42.0,2000-01-21,2006-04-10,6,37.7,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,19.0
0500463008008,132,89,2,0,31,1,67.4,1.5,23.5,2000-02-09,2002-05-02,2,66.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.8
0397940298012,3,0,0,0,3,0,0.0,0.0,100.0,2014-04-23,2014-08-13,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0368245926011,31,0,30,0,0,0,0.0,96.8,0.0,2000-04-28,2005-10-18,5,6.2,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Low,0.0
0121015874810,30,0,30,0,0,0,0.0,100.0,0.0,2022-11-21,2025-10-07,2,15.0,6,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
089057453314,301,0,230,0,62,9,0.0,76.4,20.6,2002-10-23,2007-10-09,4,75.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,3.0
0387230530213,45,0,45,0,0,0,0.0,100.0,0.0,2022-11-21,2025-10-06,2,22.5,27,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0653904370212,447,13,342,0,82,9,2.9,76.5,18.3,2002-10-23,2026-04-29,23,19.4,23,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,2.0
0679228585116,422,35,302,0,79,5,8.3,71.6,18.7,2006-10-31,2022-06-15,15,28.1,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.2
0200003128803,39,19,5,0,6,1,48.7,12.8,15.4,2000-04-03,2002-04-04,2,19.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Low,2.6
0170630324419,121,12,62,0,47,0,9.9,51.2,38.8,2019-09-18,2022-05-04,2,60.5,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
011548866929,16,0,16,0,0,0,0.0,100.0,0.0,2023-10-04,2025-10-07,2,8.0,11,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0559925283228,245,0,233,0,11,1,0.0,95.1,4.5,2011-09-30,2021-10-05,10,24.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,0.4
0980316377627,378,21,220,0,134,3,5.6,58.2,35.4,2006-11-01,2022-04-06,15,25.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.8
0113077554312,400,4,330,0,52,11,1.0,82.5,13.0,2000-10-05,2017-09-29,16,25.0,0,0,0,"{mot:,mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,2.8
0202577142527,72,0,12,0,60,0,0.0,16.7,83.3,2018-10-01,2025-09-18,6,12.0,1,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0290003389021,3,0,2,0,1,0,0.0,66.7,33.3,2025-09-25,2026-05-04,0,,3,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0209063197208,97,0,95,0,0,1,0.0,97.9,0.0,2000-10-05,2006-04-06,5,19.4,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,1.0
0244345953026,201,0,121,0,69,11,0.0,60.2,34.3,2002-10-23,2006-11-17,4,50.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,5.5
0666354900406,25,0,24,0,0,0,0.0,96.0,0.0,2000-10-05,2001-10-18,1,25.0,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Low,0.0
0783069490115,103,0,93,0,10,0,0.0,90.3,9.7,2022-11-16,2026-05-13,3,34.3,32,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0683297678211,179,0,148,0,24,7,0.0,82.7,13.4,2000-10-05,2010-04-07,9,19.9,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,3.9
042413114103,70,0,28,0,42,0,0.0,40.0,60.0,2018-10-01,2022-06-15,3,23.3,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0802373156815,110,8,24,0,75,3,7.3,21.8,68.2,2002-10-23,2006-04-06,3,36.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,2.7
0488357052317,547,64,256,2,215,9,11.7,46.8,39.3,2006-10-31,2014-08-29,7,78.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.6
0119851690521,69,0,39,0,30,0,0.0,56.5,43.5,2021-03-23,2025-10-06,4,17.3,5,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0502688311316,135,0,110,0,25,0,0.0,81.5,18.5,2016-10-03,2026-06-10,9,15.0,25,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0283009944701,201,26,53,0,104,6,12.9,26.4,51.7,2000-01-21,2006-04-11,6,33.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,3.0
0000000000000,35,0,24,0,0,0,0.0,68.6,0.0,2000-02-09,2014-11-10,14,2.5,0,0,0,"{mot:,mot:-,""mot:Enskild motion""}",Individual-focused,Low,0.0
0266517781926,143,58,61,0,23,0,40.6,42.7,16.1,2015-09-30,2018-06-13,2,71.5,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0440673458216,96,19,1,0,76,0,19.8,1.0,79.2,2022-10-11,2026-05-15,3,32.0,30,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Medium,0.0
0572788110724,337,6,183,0,126,0,1.8,54.3,37.4,2014-10-28,2026-06-18,11,30.6,4,20,7,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Individual-focused,Very High,0.0
0987246082523,19,0,16,0,3,0,0.0,84.2,15.8,2021-09-28,2024-10-04,3,6.3,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0176437434123,154,0,127,0,25,2,0.0,82.5,16.2,2010-10-19,2017-10-05,6,25.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,1.3
0204494765606,411,0,321,0,89,0,0.0,78.1,21.7,2010-10-22,2022-06-15,11,37.4,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
